CASE REFERENCE ,CASE DATE,SERVICE TYPE,CLASSIFICATION,CASE TEXT,ADDRESS,DECISION TARGET DATE,STATUS,CODETEXT,GEO X,GEO Y ,DECISION DATE,DECISION,DECISION TYPE,DECISION NOTICE DATE,APPEAL DECISION DATE,PUBLIC CONSULTATION START DATE,PUBLIC CONSULTATION END DATE,WARD
17/20110/TPO,11/07/2017,TPO,TPO,Prune trees (Tree Preservation Order),"11 The Orchards
Rastrick
Brighouse
Calderdale
HD6 3NZ
",05/09/2017,,PCO,413759,421710,,,,,,17/07/2017,07/08/2017,11
17/00890/HSE,17/07/2017,HSE,Q21,Two Storey Rear Extension,"51 Long Ridge
Brighouse
Calderdale
HD6 3RZ
",19/09/2017,,PCO,414236,421318,,,,,,31/07/2017,21/08/2017,11
17/00891/HSE,17/07/2017,HSE,Q21,Replacement garage,"Woodburn Cottage
Albert Road
Halifax
West Yorkshire
HX2 0BY
",13/09/2017,,PCO,407086,425563,,,,,,25/07/2017,18/08/2017,17
17/00892/HSE,17/07/2017,HSE,Q21,Dormer window to front elevation,"136 Healey Wood Road
Brighouse
Calderdale
HD6 3RR
",20/09/2017,,PCO,414572,422150,,,,,,01/08/2017,25/08/2017,11
17/00982/HSE,16/08/2017,HSE,,Two storey extension to rear and single storey extension to side,"19 Highcliffe Court
Shelf
Halifax
Calderdale
HX3 7JX
",,,INV,411870,428408,,,,,,,,8
17/01001/HSE,17/08/2017,HSE,,Infill and first floor extension to North elevation.,"Holme Laithe
Lower Edge Road
Elland
Calderdale
HX5 9PL
",,,INV,412571,421126,,,,,,,,3
17/01069/HSE,27/08/2017,HSE,,To lower the kerb for access to park a car to relive street congestion,"61 Cobblestones Drive
Illingworth
Halifax
HX2 9NG",,,REC,,,,,,,,,,
16/10039/ADV,02/11/2016,ADV,Q22,1 no. 7.5 metre high internally-illuminated pylon sign. (Advertisement Consent),"Lidl Uk
Carr House Road
Shelf
Halifax
Calderdale
HX3 7RJ
",28/12/2016,4,4,413056,429051,19/12/2016,4,DEL,21/12/2016,,,09/12/2016,8
16/01445/192,04/11/2016,192,Q26,Demolition of existing outbuilding to facilitate single storey building to accommodate gym and sauna (Lawful Development Certificate),"Valisyde Cottage
1 - 2 Sandy Dyke
Sandy Dyke Lane
Triangle
Sowerby Bridge
West Yorkshire
HX6 3DS
",06/02/2017,36,36,404319,421717,25/01/2017,36,DEL,25/01/2017,,,13/01/2017,12
17/00893/HSE,17/07/2017,HSE,Q21,Single storey extension to side with terrace veranda,"3 Tower Gardens
Halifax
Calderdale
HX2 7EN
",12/09/2017,1,1,407820,423944,24/08/2017,1,DEL,24/08/2017,,24/07/2017,14/08/2017,14
02/00034/COMP1,19/07/2017,COMP1,,Compliance check for conditions to permission 02/00034/CON,"The Drill Hall
Clare Street
Halifax
Calderdale

",,,INV,409454,424816,,,,,,,,16
02/00148/COMP1,19/07/2017,COMP1,,Compliance check for conditions to permission 02/00148/LBC,"The Drill Hall
Clare Street
Halifax
Calderdale

",,,INV,409454,424816,,,,,,,,16
17/00922/HSE,25/07/2017,HSE,Q21,"Removal of existing conservatory, construction of new single storey side and rear extension","65 Green Park Road
Halifax
Calderdale
HX3 0SN
",27/09/2017,,PDE,409298,422872,,,DEL,,,09/08/2017,08/09/2017,13
17/20131/TPO,27/07/2017,TPO,,Prune three trees (Tree Preservation Order),"Land North West Of Roomfield Court
Roomfield Street
Todmorden
Calderdale

",,,INV,393845,424199,,,,,,,,15
17/20132/TPO,27/07/2017,TPO,TPO,Prune four trees (Tree Preservation Order),"15 Larkfield Court
Brighouse
Calderdale
HD6 1AW
",21/09/2017,,PCO,414359,423207,,,,,,01/08/2017,22/08/2017,1
17/00953/HSE,03/08/2017,HSE,,Modifications to 3 Grade II Listed cottages and formation of new parking area and boundary walls.,"Holroyd House And 7 To 11 Syke Lane
Syke Lane
Lightcliffe
Brighouse
Calderdale

",,,INV,413267,426411,,,,,,,,5
17/00954/LBC,03/08/2017,LBC,,"Modifications to 3 Grade II Listed cottages and formation of new parking area and boundary, replacement windows, removal of chimney stack, internal works, re-pointing works and drainage trench to the front elevation.  (Listed Building Consent)","Holroyd House And 7 To 11 Syke Lane
Syke Lane
Lightcliffe
Brighouse
Calderdale

",,,INV,413267,426411,,,,,,,,5
16/01337/HSE,12/10/2016,HSE,Q21,Raised patio and retaining wall to rear (Part Retrospective) (Revised Scheme to 16/00845),"37 Castle Lane
Ripponden
Sowerby Bridge
West Yorkshire
HX6 4JZ
",07/12/2016,11,11,403137,419279,16/11/2016,11,DEL,16/11/2016,,20/10/2016,11/11/2016,12
16/01308/FUL,05/10/2016,FUL,Q13,Change of use of agricultural shed to dwelling,"Agricultural Building Opposite Mount Pleasant Cottage
Blackstone Edge Road
Cragg Vale
Hebden Bridge
Calderdale

",04/01/2017,11,11,399652,421336,04/01/2017,11,DEL,04/01/2017,,18/11/2016,23/12/2016,7
17/20145/TPO,15/08/2017,TPO,TPO,Prune trees (Tree Preservation Order),"Blakedean
Widdop Road
Heptonstall
Hebden Bridge
Calderdale
HX7 7AT
",10/10/2017,,PCO,395748,431380,,,,,,22/08/2017,12/09/2017,2
17/20146/TPO,15/08/2017,TPO,TPO,Prune one tree (Tree Preservation Order),"Lower Bentley Royd Farm
Sowerby New Road
Sowerby Bridge
Calderdale
HX6 1DN
",10/10/2017,,PCO,405243,423448,,,,,,22/08/2017,12/09/2017,14
17/20147/TPO,22/08/2017,TPO,,"T1 Beech Fell and replant. Lots of epicormic growths up the stem indicating stress 
T2 Pine Crown Lift
T3 Smaller of two pines, Remove to allow more room and light to remaining tree","Cragg Fold 
Cragg Lane
Cragg Vale
Hebden Bridge
HX7 5TB",,,REC,,,,,,,,,,
17/01019/FUL,16/08/2017,FUL,,Amended design to plot 4 on planning application 10/00075/FUL,"Plot 4
Burrwood Court
Stainland Road
Elland
Calderdale

",,,INV,408833,420131,,,,,,,,4
16/01323/FUL,10/10/2016,FUL,Q20,Change of use of currently vacant dental surgery (D1) to single residential dwelling (C3),"7 Park Road
Halifax
Calderdale
HX1 2TS
",05/12/2016,1,1,408631,424897,01/12/2016,1,DEL,01/12/2016,,18/10/2016,18/11/2016,10
16/01483/LBC,17/11/2016,LBC,Q23,"Reconstruction and conversion of existing lean-to store to living space, rooflights to rear, repointing and internal alterations (Listed Building Consent)","Hamer Cottage
The Long Causeway
Blackshaw Head
Hebden Bridge
West Yorkshire
HX7 7JF
",12/01/2017,3,3,395853,427594,12/01/2017,3,DEL,12/01/2017,,29/11/2016,04/01/2017,2
17/00013/RES,04/01/2017,RES,Q18,Domestic stable with associated hard standing (Reserved Matters Persuant to 15/00031),"Oaklea Manor
Branch Road
Barkisland
Sowerby Bridge
Calderdale
HX4 0FF
",14/03/2017,1,1,406568,419941,07/03/2017,1,DEL,13/03/2017,,25/01/2017,03/03/2017,12
17/00224/FUL,22/02/2017,FUL,Q18,Single storey extension to glazing merchant's warehouse,"Unit 4A
High Level Way
Halifax
West Yorkshire
HX1 4PR
",04/05/2017,1,1,407839,425673,03/05/2017,1,DEL,03/05/2017,,13/03/2017,03/04/2017,10
17/00278/FUL,06/03/2017,FUL,Q13,Conversion of barn  to dwelling,"Yew Trees Farm
Ovenden Wood Road
Halifax
Calderdale
HX2 0TQ
",12/07/2017,1,1,406759,426409,12/07/2017,1,DEL,12/07/2017,,,25/05/2017,17
17/00280/FUL,06/03/2017,FUL,Q18,Conversion from B8 storage and light industrial to D2 leisure to provide trampoline park with cafe and children's play area.,"Unit 4
Calderdale Business Park
Club Lane
Ovenden
Halifax
Calderdale
HX2 8DB
",12/07/2017,1,1,407647,427340,17/08/2017,1,DEL,17/08/2017,,26/05/2017,22/06/2017,9
16/01261/DISC1,03/03/2017,DISC1,DISC,Submission of information to Discharge Conditions on application 16/01261- conditions 2 and 3,"4 Buckstones Close
Holywell Green
Elland
West Yorkshire
HX4 9DZ
",28/04/2017,PCOMP,PCOMP,408772,419739,25/04/2017,PCOMP,,25/04/2017,,,,4
17/00365/HSE,21/03/2017,HSE,Q21,Single storey extension to rear and side (Revised Scheme to 16/00924),"28 Cowhurst Avenue
Todmorden
West Yorkshire
OL14 5PG
",16/05/2017,1,1,393005,425225,19/06/2017,1,DEL,19/06/2017,,06/04/2017,28/04/2017,15
17/00545/OUT,25/04/2017,OUT,Q18,3 no detached dwellings (Revised Scheme to 16/00596) (Outline),"Land North Of 4 Lumbrook Close
Lumbrook Close
Shelf
Halifax
Calderdale

",12/07/2017,11,11,412095,427112,21/07/2017,11,DEL,21/07/2017,,25/05/2017,18/07/2017,8
17/00560/HSE,02/05/2017,HSE,Q21,Single storey extension to side,"16 Mayfield Avenue
Bailiff Bridge
Brighouse
West Yorkshire
HD6 4EF
",27/06/2017,1,1,414806,425670,26/06/2017,1,DEL,26/06/2017,,15/05/2017,09/06/2017,5
14/00942/DISC2,18/08/2017,DISC2,,"Single storey swimming pool & gym on existing community centre car park, together with associated external works. (Amended scheme to 13/00195)","Mytholmroyd Community And Leisure Centre
Caldene Avenue
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5AF
",,,REC,401105,425950,,,,,,,,7
14/00942/DISC3,18/08/2017,DISC3,,"Application Reference Number: 14/00942/FUL	Date of Decision: 09/10/2014

Condition Number(s): C2 - Noise
C6 - Emissions
C7 - Lighting
C20 - Pool Backwash

Conditions(s) Removal:

Condition no's 2, 6, 7 and 20 are presently worded ""Before development commences"" or similar.  We are seeking approval for these conditions to be changed to ""Prior to first occupation"" to enable the detailed and compliant design of these elements to be undertaken during the construction period, in conjunction with input from the appointed contractor and their sub-contractors.
or similar:

Condition no 2, ""Prior to first occupation, details to be submitted and approved in writing"" in lieu of current ""Before the development commences""
Condition no 6, ""Prior to first occupation, details to be submitted and approved in writing"" in lieu of current ""The development shall not begin""
Condition no 7, ""Prior to first occupation, details to be submitted and approved in writing"" in lieu of current ""Before the development commences""
Condition no 20 ""Prior to first occupation, details to be submitted and approved in writing"" in lieu of current ""No development shall take place until""","Mytholmroyd Community And Leisure Centre
Caldene Avenue
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5AF
",,,REC,401105,425950,,,,,,,,7
17/10026/ADV,18/08/2017,ADV,,RELOCATION OF 3 MENU BOARDS FOR THE CHANGES TO THE BUILDING - RETENTION OF ALL OTHER SIGNS SHOWN ON DRAWING 6805 AEW 1272 0008,"Mcdonalds
407 Bradford Road
Brighouse
Calderdale
HD6 4BT
",,,REC,414691,424480,,,,,,,,1
17/01040/FUL,18/08/2017,FUL,,"OPTION 2 - Refurbishment of the restaurant with alterations to elevations to include the construction of a 5.5 sqm extension and the installation of a new ""Folded Roof"" concept, comprising of aluminium cladding to the roof and booths.  The relocation of the existing Customer Order Display. The relocation of existing and installation of new fascia signage.","Mcdonalds
407 Bradford Road
Brighouse
Calderdale
HD6 4BT
",,,REC,414691,424480,,,,,,,,1
17/10027/ADV,18/08/2017,ADV,,RELOCATION OF 2 NO. EXISTING SIGNS AND THE INSTALLATION OF 3 NO. NEW SIGNS.,"Mcdonald's Restaurant 
407 Bradford Road
Brighouse
HD6 4BT",,,REC,414670,424484,,,,,,,,
16/01293/VAR,04/10/2016,VAR,Q18,"Variation of Condition 1 of Planning Application 99/00453/REM - (opening and delivery hours)(Temporary Permission for a period of 6 months)

","Morrisons
Rochdale Road
Todmorden
Calderdale
OL14 6LG
",02/12/2016,8,8,393415,423796,07/12/2016,8,COMM,07/12/2016,,25/11/2016,18/11/2016,15
16/01298/FUL,04/10/2016,FUL,Q13,Detached dwelling,"The Manse
1 Whitegate Road
Siddal
Halifax
Calderdale
HX3 9AD
",07/12/2016,1,1,409788,423972,07/12/2016,1,DEL,07/12/2016,,24/10/2016,14/11/2016,16
16/01299/HSE,04/10/2016,HSE,Q21,Two storey link extension from dwelling to detached garage,"15 Fern Valley Chase
Todmorden
West Yorkshire
OL14 7HB
",08/12/2016,1,1,392689,424892,08/12/2016,1,DEL,08/12/2016,,19/10/2016,14/11/2016,15
16/01300/FUL,04/10/2016,FUL,Q18,"Two Storey Classroom Extension, Single Storey Flat Roof Main Reception Extension, Single Storey Pitched Roof Nursery Extension","Beech Hill Junior And Infant School
Mount Pleasant Avenue
Halifax
Calderdale
HX1 5TN
",05/01/2017,1,1,408690,425636,05/01/2017,1,DEL,05/01/2017,,,28/12/2016,10
16/01301/OUT,04/10/2016,OUT,Q13,Detached dwelling (Outline),"Land East Of 6 Hill Park Mount
Kebroyd Mount
Triangle
Sowerby Bridge
Calderdale

",29/12/2016,7,7,404233,420869,21/02/2017,7,COMM,24/02/2017,,10/02/2017,06/12/2016,12
16/20195/TPO,17/10/2016,TPO,TPO,Management and safety works of trees,"Gudger
Glen View Road
Hebden Bridge
Calderdale
HX7 6DA
",12/12/2016,4,4,398155,427436,06/12/2016,4,DEL,06/12/2016,,27/10/2016,22/11/2016,2
17/00955/RNO,03/08/2017,RNO,RNO,New coal shed ( Rail Prior Notification),"Land Off Hebden Bridge Railway Station
Station Road
Hebden Bridge
Calderdale

",28/09/2017,33,33,399420,426891,24/08/2017,33,DEL,24/08/2017,,,11/08/2017,2
13/00707/DISC1,03/08/2017,DISC1,DISC,"Submission of information to Discharge Conditions on application 13/00707/LBC - Conditions 1, 2, 5, 6 and 7","Holme Ends
Widdop Road
Heptonstall
Hebden Bridge
Calderdale

",28/09/2017,,PCO,395509,432142,,,,,,,,2
17/00971/FUL,07/08/2017,FUL,,Demolition of existing building and dwelling and construction of replacement dwelling,"Stoneleigh Farm
Brighouse And Denholme Gate Road
Shelf
Halifax
Calderdale

",,,INV,411983,427515,,,,,,,,8
17/00973/COU,08/08/2017,COU,Q20,Change of use from tattoo parlour (Sui Generis) to Chinese massage therapy shop (D1),"7 King Cross Street
Halifax
Calderdale
HX1 2SH
",03/10/2017,,PCO,409005,424975,,,,,,14/08/2017,07/09/2017,16
17/10024/ADV,08/08/2017,ADV,,A fascia sign above the shop windows. Opaque vinyl to be applied to thee inside of the main shop windows,"7 King Cross Street
Halifax
Calderdale
HX1 2SH
",,,INV,409005,424975,,,,,,,,16
16/01344/FUL,14/10/2016,FUL,Q20,Change of use from Retail (A1) to Wine Bar/Kitchen (A4),"5 The Old Arcade
Old Market
Halifax
Calderdale
HX1 1TJ
",21/12/2016,1,1,409359,425207,19/12/2016,1,DEL,21/12/2016,,08/11/2016,14/12/2016,16
16/01347/FUL,14/10/2016,FUL,Q12,"Demolition of existing vacant care home to facilitate the construction of a building containing 6 physical disability and 6 learning disability specialised supported living apartments (Use Class C3), together with a second building to provide 4 apartments and 6 en-suite bedrooms for Complex Care and Autism accommodation with communal lounge, kitchen, dining and associated staff areas (Use Class C2).  
","Heathy House Residential Home
Heathy Lane
Holmfield
Halifax
Calderdale
HX2 9UN
",13/01/2017,1,1,408297,428498,13/01/2017,1,DEL,13/01/2017,,27/10/2016,07/12/2016,6
16/42045/42DAYS,18/10/2016,42DAYS,,"Prior Approval application for proposed single storey extension to rear, extending out by 6 metres, maximum height 4 metres, 3 metres to eaves","48 Crowtrees Lane
Brighouse
Calderdale
HD6 3NH
",22/11/2016,18,18,413655,421361,10/11/2016,18,,10/11/2016,,18/10/2016,10/11/2016,11
16/01395/COU,24/10/2016,COU,Q20,Change of use from B2 (storage) to B2 including vehicle repair garage and MOT testing bay.,"Unit 1B  Alumex Works
Water Lane
Halifax
Calderdale
HX3 9HG
",15/02/2017,1,1,409685,424485,16/01/2017,1,DEL,16/01/2017,,,12/01/2017,16
16/01415/192,31/10/2016,192,Q26,Garage conversion to living accommodation (Lawful Development Certificate),"Hill Gate Farm
Cow Hill Gate Lane
Bradshaw
Halifax
Calderdale
HX2 9PB
",10/01/2017,44,44,407220,430341,10/01/2017,44,DEL,10/01/2017,,,25/11/2016,6
16/01472/VAR,14/11/2016,VAR,Q18,Variation of Condition 1 on planning application 14/01113/RES to enable minor material amendment to the apartments (Substituted plans),"Site Of SBCV Project
Wakefield Road
Sowerby Bridge
Calderdale

",09/01/2017,1,1,407574,423419,31/01/2017,1,COMM,03/02/2017,,29/11/2016,29/12/2016,14
16/22086/TCA,04/11/2016,TCA,TCA,Fell one tree (Tree in a Conservation Area),"7 Windsor Place
Spring Grove
Hebden Bridge
West Yorkshire
HX7 8LB
",16/12/2016,40,40,399291,427772,08/12/2016,40,DEL,08/12/2016,,15/11/2016,09/12/2016,2
17/00220/NMA,15/08/2017,NMA,,Increase dimensions of extension to that of approval.,"272 Saddleworth Road
Greetland
Elland
West Yorkshire
HX4 8NF
",,,INV,408684,421055,,,,,,,,4
16/01316/FUL,07/10/2016,FUL,Q01,"Construction of 34 dwellings accessed from Green Lane with associated roads, infrastructure and public open space following demolition of existing dwelling and outbuildings","Park View And Associated Land To The East
Green Lane
Shelf
Halifax
Calderdale

",06/01/2017,1,1,412816,428563,14/03/2017,1,COMM,17/03/2017,,02/03/2017,21/02/2017,8
16/01326/HSE,11/10/2016,HSE,Q21,Dropped kerb and parking space,"23 Royd Crescent
Mytholmroyd
Hebden Bridge
West Yorkshire
HX7 5PB
",02/01/2017,11,11,401686,426030,16/12/2016,11,DEL,22/12/2016,,17/11/2016,08/12/2016,7
16/00177/DISC1,17/10/2016,DISC1,DISC,"Submission of information to Discharge Conditions on application 16/00177 conditions 2,3,4,6","Brookfoot Lane Works
Brookfoot Lane
Southowram
Brighouse
Calderdale
HX3 9SX
",12/12/2016,PCOMP,PCOMP,412999,423186,31/03/2017,PCOMP,,31/03/2017,,,09/11/2016,1
16/01361/HSE,18/10/2016,HSE,Q21,Single storey extension to rear and new double garage,"246 Rochdale Road
Halifax
Calderdale
HX2 7NL
",13/12/2016,1,1,406881,424362,13/12/2016,1,DEL,13/12/2016,,28/10/2016,18/11/2016,14
16/01491/FUL,18/11/2016,FUL,Q13,Dormer windows to rear elevation (Part retrospective),"7 Victoria Road
Elland
Calderdale
HX5 0AB
",07/03/2017,1,1,410813,420870,07/03/2017,1,DEL,07/03/2017,,19/01/2017,09/02/2017,3
16/01492/HSE,18/11/2016,HSE,Q21,Dormer to front (retrospective),"95 Gibraltar Road
Halifax
West Yorkshire
HX1 3UH
",13/01/2017,1,1,407436,424779,13/01/2017,1,DEL,13/01/2017,,30/11/2016,23/12/2016,10
16/01493/HSE,18/11/2016,HSE,Q21,Single storey side extension,"12 Boxhall Road
Elland
West Yorkshire
HX5 0DE
",13/01/2017,1,1,410746,421067,04/01/2017,1,DEL,05/01/2017,,30/11/2016,23/12/2016,3
16/01529/HSE,25/11/2016,HSE,Q21,Extension and alterations to existing single story rear extension,"124 Wakefield Road
Lightcliffe
Brighouse
West Yorkshire
HX3 8TH
",20/01/2017,1,1,413786,425365,19/01/2017,1,DEL,20/01/2017,,06/12/2016,20/01/2017,5
16/01530/COU,25/11/2016,COU,Q20,Change of use from A3 (Food and Drink) to takeaway (A5),"163 Parkinson Lane
Halifax
Calderdale
HX1 3RA
",09/03/2017,11,11,407524,424594,13/06/2017,11,COMM,15/06/2017,,31/05/2017,09/02/2017,10
15/01029/DISC2,23/12/2016,DISC2,DISC,"Submission of details to comply with conditions to permission 15/01029 nos. 5, 27, 28 and 32","Land On
Hope Street
Todmorden
Calderdale

",22/02/2017,,PCO,394108,424153,,,,,,,24/01/2017,2
17/00025/HSE,06/01/2017,HSE,Q21,Single storey extension to provide additional residential accommodation with internal alterations to existing house.  Alteration to garage door position and proposed new access off Brow Lane.,"42 Brow Lane
Shibden
Halifax
Calderdale
HX3 7UT
",03/03/2017,11,11,410346,427625,20/06/2017,11,DEL,20/06/2017,,16/01/2017,28/03/2017,8
17/20006/TPO,23/01/2017,TPO,TPO,Fell one tree (Tree Preservation Order),"Millstream Cottage
Lee Mill Road
Hebden Bridge
Calderdale
HX7 7AE
",20/03/2017,4,4,399299,428512,20/03/2017,4,DEL,20/03/2017,,26/01/2017,28/02/2017,2
17/01070/OUT,28/08/2017,OUT,,Residential development (outline),"Laurel Bank Nursing Home
Holmfield
Halifax
HX2 9TJ",,,INSFEE,408297,428993,,,,,,,,
16/01425/HSE,02/11/2016,HSE,Q21,Two storey side extension,"1 Hill Crescent
Southowram
Halifax
West Yorkshire
HX3 9PG
",28/12/2016,1,1,410558,424311,13/12/2016,1,DEL,13/12/2016,,11/11/2016,02/12/2016,16
16/01427/FUL,02/11/2016,FUL,Q18,Detached shop unit,"Former 9A
Sandhall Lane
Halifax
Calderdale

",28/12/2016,1,1,406753,425255,21/02/2017,1,COMM,24/02/2017,,14/11/2016,09/12/2016,17
16/20212/TPO,24/10/2016,TPO,TPO,Fell one tree,"77 Holly Bank
Bramley Lane
Hipperholme
Brighouse
Calderdale
HX3 8NS
",19/12/2016,4,4,412887,425842,08/12/2016,4,DEL,08/12/2016,,04/11/2016,29/11/2016,5
16/01498/HSE,21/11/2016,HSE,Q21,First floor extension to South East and North West and porch to front,"The Old Wheelhouse
Hey Lane
Outlane
Elland
West Yorkshire
HD3 3HP
",16/01/2017,1,1,405998,417631,16/01/2017,1,DEL,16/01/2017,,01/12/2016,03/02/2017,12
16/01570/FUL,02/12/2016,FUL,Q18,"Detached double garage
","Rowlands Farm
Rowland Lane
Wadsworth
Hebden Bridge
West Yorkshire
HX7 8TN
",07/02/2017,1,1,400172,427682,06/03/2017,1,DEL,06/03/2017,,23/12/2016,13/01/2017,2
16/01571/FUL,02/12/2016,FUL,Q08,Demolish existing buildings and form new Light industrial units,"Unit 1
The Maltings
Halifax Road
Elland
Calderdale
HX5 0SH
",11/04/2017,,PCO,410302,421265,,,,,,,22/08/2017,3
16/01574/HSE,05/12/2016,HSE,Q21,Two storey side and front extension and alteration to front porch,"10 Mile Cross Road
Halifax
Calderdale
HX1 4HN
",30/01/2017,1,1,407155,424871,30/01/2017,1,DEL,30/01/2017,,04/01/2017,25/01/2017,10
16/01575/HSE,05/12/2016,HSE,Q21,Conservatory to front,"2 Rufford Villas
Halifax
Calderdale
HX3 0EN
",30/01/2017,1,1,408827,423921,30/01/2017,1,DEL,30/01/2017,,13/12/2016,03/02/2017,13
17/20149/TPO,26/08/2017,TPO,,"Willow tree in front garden to be removed due to restriction of light to property, roots are lifting the drive and we have been informed that the tree in diseased.  New tree to be planted in back garden","8 The Copse
Brighouse
HD6 2JU",,,REC,,,,,,,,,,
17/01071/FUL,28/08/2017,FUL,,Conversion of vacant Clinic and ancillary offices (Class D1) to 29 apartments (Class C3),"Elmfield House 
50 Prescott Street
Halifax
HX1 2QW",,,INSFEE,409236,424745,,,,,,,,
10/00907/DISC1,14/11/2016,DISC1,DISC,Submission of information to Discharge Conditions on application 10/00907 - 1 to 23,"Rookes Mill
Station Road
Norwood Green
Brighouse
Calderdale

",16/01/2017,,PCO,414495,426606,,,,,,,08/12/2016,5
16/01501/HSE,18/11/2016,HSE,Q21,Single storey extension to side,"3 Bridle Dene
Shelf
Halifax
West Yorkshire
HX3 7NR
",16/01/2017,1,1,412311,428133,11/01/2017,1,DEL,11/01/2017,,30/11/2016,23/12/2016,8
15/00233/NMA2,25/11/2016,NMA2,NMA,Non Material amendment to Planning Application 15/00233 - Change to windows and doors,"524 Gibbet Street
Halifax
Calderdale
HX2 0AH
",16/12/2016,NMAA,NMAA,406724,425248,21/12/2016,NMAA,DEL,21/12/2016,,,,17
16/01609/FUL,09/12/2016,FUL,Q18,Conversion to form six  apartments.,"Bethlehem Pentecostal Mission
Wheatley Road
Halifax
Calderdale
HX3 5EJ
",17/02/2017,1,1,408090,426337,06/04/2017,1,DEL,10/04/2017,,10/01/2017,16/03/2017,9
16/01623/COU,20/12/2016,COU,Q20,Change of use from A1-A3 to A4 (Micro Bar),"2 Picture House Buildings
New Road
Hebden Bridge
Calderdale
HX7 8AD
",06/03/2017,1,1,399267,427141,24/04/2017,1,DEL,24/04/2017,,19/01/2017,17/02/2017,2
16/01668/FUL,22/12/2016,FUL,Q18,Conversion of existing domestic outbuilding to a dog grooming parlour  (Sui Generis),"Newlands House
Newlands Road
Warley
Halifax
Calderdale
HX2 7BW
",22/02/2017,1,1,405369,425217,17/02/2017,1,DEL,20/02/2017,,10/01/2017,06/02/2017,17
16/01669/LBC,22/12/2016,LBC,Q23,Internal and external alterations of an existing domestic outbuilding for proposed dog grooming parlour (Listed Building Consent),"Newlands House
Newlands Road
Warley
Halifax
Calderdale
HX2 7BW
",16/02/2017,3,3,405369,425217,16/02/2017,3,DEL,16/02/2017,,10/01/2017,06/02/2017,17
16/01670/RES,22/12/2016,RES,Q13,Dwelling (Reserved Matters pursuant to planning application 15/01529/OUT),"2 Stonecroft Mount
Sowerby Bridge
Calderdale
HX6 2SB
",22/02/2017,1,1,406458,424521,22/02/2017,1,DEL,22/02/2017,,10/01/2017,03/02/2017,14
16/01288/DISC1,18/08/2017,DISC1,,"Demolition of existing single storey building and construction of new single storey drive thru' building with internal seating (Use Class A3), including modifications to the road/parking.","West Yorkshire Police Station
Hartshead Moor M62 Service Area Westbound
Highmoor Lane
Clifton
Brighouse
Calderdale
HD6 4JX
",,,REC,417043,424156,,,,,,,,1
17/01027/FUL,18/08/2017,FUL,,Use of building as holiday let,"Ash Tree Farm
Wainstalls Road
Wainstalls
Halifax
Calderdale
HX2 7TE
",,,REC,404766,428217,,,,,,,,7
17/01028/HSE,18/08/2017,HSE,,"Creation of Utility Room and Shower Room, reinstatement of missing stone mullions, minor interventions for services routes.","1 Ewood Court
Midgley Road
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5QX
",,,REC,402254,426431,,,,,,,,7
17/01029/LBC,18/08/2017,LBC,,"Creation of Utility Room and Shower Room, reinstatement of missing stone mullions, minor interventions for services routes.","1 Ewood Court
Midgley Road
Mytholmroyd
Hebden Bridge
Calderdale
HX7 5QX
",,,INSFEE,402254,426431,,,,,,,,7
17/01030/HSE,18/08/2017,HSE,,PROPOSED TWO STOREY SIDE AND REAR EXTENSION,"26 Lower Clay Pits
Halifax
Calderdale
HX1 4QQ
",,,REC,407528,425692,,,,,,,,17
17/01031/HSE,18/08/2017,HSE,,Proposed single storey rear and side extension including single garage to existing dwelling.,"12 Aysgarth Crescent
Mount Tabor
Halifax
Calderdale
HX2 0UJ
",,,REC,405453,427323,,,,,,,,17
16/01362/WVARS,18/10/2016,WVARS,Q15,Removal of condition 3 (Operating Hours) on application 10/00937,"Land Adjacent Sewage Works
Stainland Road
Elland
Calderdale

",17/01/2017,1,1,409470,422214,13/12/2016,1,DEL,14/12/2016,,28/10/2016,01/12/2016,16
16/01384/FUL,21/10/2016,FUL,Q13,Amendment to planning approval 16/00344/FUL to redesign/enlarge plot 5,"Site Of Former Liberal Club
Belgrave Crescent
Halifax
Calderdale

",21/12/2016,1,1,409999,425882,31/01/2017,1,COMM,03/02/2017,,02/11/2016,05/12/2016,8
16/22077/TCA,13/10/2016,TCA,TCA,Prune Trees (Tree in a Conservation Area),"3 Heath Villas
Halifax
Calderdale
HX3 0BB
",24/11/2016,40,40,409032,423885,22/11/2016,40,DEL,22/11/2016,,02/11/2016,18/11/2016,13
16/22078/TCA,14/10/2016,TCA,TCA,Fell one tree (Tree in Conservation Area),"Stafford Lawn
Stafford Road
Halifax
Calderdale
HX3 0PA
",25/11/2016,40,40,409391,423533,22/11/2016,40,DEL,22/11/2016,,,18/11/2016,13
16/20209/TPO,19/10/2016,TPO,TPO,Fell one tree and reduce one tree (Tree Preservation Order),"52 Wellgarth
Halifax
West Yorkshire
HX1 2BJ
",14/12/2016,4,4,409045,424313,06/12/2016,4,DEL,08/12/2016,,01/11/2016,29/11/2016,13
16/20211/TPO,17/10/2016,TPO,TPO,Prune one tree and fell one tree (Tree Preservation Order),"36 Carr Field Drive
Luddenden
Sowerby Bridge
Calderdale
HX2 6RJ
",28/12/2016,4,4,404035,425916,28/12/2016,4,DEL,28/12/2016,,11/11/2016,27/12/2016,7
