Wakefield Council Purchase Card Spend for Quarter 1st July 2018 to 30th September 2018,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,TransNo,Seq No,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,23/07/2018,161026,956,14.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,M,Environmental and Regulatory Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/07/2018,161025,42,13.72,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,BUSINESS,8,Corporate and Democratic Core,W M MORRISON PLC,Purchase of Food & Drink,Revenue,24/08/2018,161035,108,15.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,28/09/2018,161045,219,17.80,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/07/2018,161025,198,32.43,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/07/2018,161025,229,43.12,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,235,51.10,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,137,59.07,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/07/2018,161025,197,137.11,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/07/2018,161025,228,145.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,234,151.29,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,136,220.81,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,312,6.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/07/2018,161025,193,6.60,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,582,7.98,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,14/09/2018,161041,292,10.55,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,06/08/2018,161031,488,64.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,24/08/2018,161035,381,65.53,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,23/07/2018,161026,741,69.06,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,26/09/2018,161044,218,5.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,26/07/2018,161029,32,4.20,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,28/09/2018,161045,117,9.21,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,26/07/2018,161029,26,12.11,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,26/07/2018,161029,158,17.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,26/09/2018,161044,283,16.67,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,26/09/2018,161044,322,17.55,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,17/08/2018,161034,60,28.08,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,23/07/2018,161026,714,9.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,64,14.18,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,CHILDYOU,4,Children´s and Education Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,21/09/2018,161043,82,17.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,28/09/2018,161045,97,7.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,REGENCULT,6,Housing Services,W M MORRISON PLC,Purchase of Food & Drink,Revenue,14/08/2018,161033,87,3.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,71,0.29,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,6,1.77,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,205,4.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,148,4.13,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,5,4.16,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,162,5.14,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,154,5.32,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,161,6.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,163,6.70,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,72,12.37,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,164,16.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,118,22.62,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,200,27.19,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,57,29.66,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,106,30.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,261,33.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,204,33.82,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,128,53.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,39,54.40,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,83,67.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,11/09/2018,161039,149,72.62,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,112,88.42,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,205,0.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,236,0.71,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,54,0.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,436,0.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,530,0.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,44,0.92,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,192,0.96,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,88,0.96,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,134,1.04,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,103,1.21,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,46,1.71,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,124,2.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,84,2.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,13,3.07,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,34,3.46,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,18,3.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,119,4.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,97,4.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,167,4.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,136,4.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,107,6.04,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,248,6.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,368,6.33,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,408,6.46,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,152,6.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,22,7.83,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,217,8.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,339,9.12,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,513,9.54,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,73,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,43,11.52,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,183,11.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,146,13.26,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,328,14.04,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,321,15.04,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,156,15.53,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,25,15.92,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,389,16.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,457,17.75,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,176,18.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,110,28.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,49,28.18,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,16,28.52,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,157,42.63,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,55,44.31,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,329,45.14,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,437,47.10,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,125,54.16,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,193,57.62,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,99,61.26,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,206,64.65,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,89,69.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,218,78.68,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,237,82.42,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,85,94.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,44,96.97,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,07/09/2018,161038,137,102.23,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,19,104.03,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
Wakefield MDC,E08000036,30/09/2018,ADULTS,7,Adult Social Care,W M MORRISON PLC,Purchase of Food & Drink,Revenue,10/08/2018,161032,120,110.51,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available,,,,,,
