Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430543-45099,"129,095.00",
Department of Health,Department of Health,15/04/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,665449,"60,627.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430492-45170,"29,793.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430728-45287,"33,094.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430728-45287,"94,155.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430454-45037,"1,724,690.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430728-45287,"4,910,225.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430576-45169,"90,191.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,"112,578.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430473-45036,"142,924.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430455-45035,"229,132.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,"267,870.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,"328,085.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,"589,620.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,"2,836,558.35",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,"71,059.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430587-45156,"80,498.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,"87,487.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,"128,778.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430457-45015,"157,357.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,"3,724,480.86",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,"16,233.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,"79,170.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430605-45131,"85,779.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430458-44976,"331,504.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,"348,509.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,"4,923,466.32",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-430603-45151,"37,539.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-430459-45010,"45,481.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-430739-45270,"1,677,931.23",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430487-45192,"26,090.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430590-45195,"35,728.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430474-45059,"155,235.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430460-45058,"265,438.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,"327,951.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,"529,552.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,"2,044,918.19",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ERS-430742-45294,"50,000.00",
Department of Health,Department of Health,15/04/2011,CASH FUNDING Rev Inside RAB,FINANCE & OPERATIONS (DM),WAKEFIELD DISTRICT PCT,HAFS-10535,"5,000,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-430744-45334,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-430744-45334,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,WARWICKSHIRE PCT,ERS-430745-45250,"25,304.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,WESTERN SUSSEX HOSPITALS NHS TRUST,ERS-430598-45210,"36,063.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,WESTERN SUSSEX HOSPITALS NHS TRUST,ERS-430746-45342,"2,046,870.84",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,WHITTINGTON HOSPITAL NHS TRUST,ERS-430747-45271,"94,564.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430465-44986,"27,427.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430594-45134,"45,870.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430748-45260,"1,489,743.45",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,"15,000.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-430824-45390,"70,700.00",
Department of Health,Department of Health,18/04/2011,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,12823421,"23,352.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,BARTS AND THE LONDON NHS TRUST,ERS-430846-45394,"109,410.00",
Department of Health,Department of Health,18/04/2011,Research & development,HEALTH PROTECTION AND IMPROVEMENT,BELFAST QUEENS UNIVERSITY OF,80001480,"30,493.00",
Department of Health,Department of Health,18/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,263352,"1,862,680.36",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-430827-45397,"99,470.00",
Department of Health,Department of Health,18/04/2011,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,CARE UK CLINICAL SERVICES LTD,25743835,"1,990,334.83",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-430847-45402,"86,275.00",
Department of Health,Department of Health,18/04/2011,Outsourcing Contract,WORKFORCE,CWM TAF HEALTH BOARD,48445,"140,000.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,EAST LONDON NHS FOUNDATION TRUST,ERS-430828-45408,"86,275.00",
Department of Health,Department of Health,18/04/2011,Other programme expenditure,SOCIAL CARE,EDINBURGH UNIVERSITY OF,Z0020552,"54,436.50",
Department of Health,Department of Health,18/04/2011,Other programme expenditure,COMMISSIONING,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,CHAPS18/4/11,"775,000.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-430848-45411,"107,590.00",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,128.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,226.42,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,276.40",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,678.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,739.10,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"2,652.10",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,123.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,123.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,941.64",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"2,088.58",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,383.80,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,828.20,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,77.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,021.58",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"9,322.80",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,293.20,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"8,158.28",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,206.80,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,81.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,999.70,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,110.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,304.80,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,250.19,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,405.20,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,361.80,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"2,239.00",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,314.81,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"7,992.40",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,143.66",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,075.69",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,286.81",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,661.14,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,699.38,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"3,200.50",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,970.04,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,707.63,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,335.59",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,621.54",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"9,645.43",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,162.79,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,060.20",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"4,578.67",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,128.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,398.59,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,123.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"2,367.18",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,748.97,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,307.81,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,695.20,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,123.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,135.49",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,098.25",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,87.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,353.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,155.07",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,"1,756.24",
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,989.80,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,77.40,
Department of Health,Department of Health,18/04/2011,Travel & Subsistence,INFORMATICS,HRG UK,12846349,521.43,
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430849-45413,"105,848.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430821-45412,"296,528.00",
Department of Health,Department of Health,18/04/2011,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,INHEALTH LTD,088,"1,822,073.95",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-430850-45406,"51,765.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,LIVERPOOL PCT,ERS-430851-45385,"108,098.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-430830-45417,"105,560.00",
Department of Health,Department of Health,18/04/2011,Outsourcing Contract,SOCIAL CARE,MINISTRY OF JUSTICE (MOJ),IRD120HQ/5903.,"37,789.00",
Department of Health,Department of Health,18/04/2011,Grants to non profit institutions (CUR),SOCIAL CARE,NACRO,ERS-430875-45421,"120,000.00",
Department of Health,Department of Health,18/04/2011,Secondees in invoiced costs,SOCIAL CARE,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),5581161,"27,926.57",
Department of Health,Department of Health,18/04/2011,Outsourcing Contract,FINANCE & OPERATIONS (DM),NHS SHARED BUSINESS SERVICES (SBS),1094799,"121,343.40",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-430853-45389,"111,650.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,NORTH STAFFORDSHIRE PCT,ERS-430831-45387,"105,560.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,NORTH YORKSHIRE & YORK PCT,ERS-430832-45386,"66,207.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430833-45409,"104,291.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-430834-45384,"116,725.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430822-45400,"96,361.00",
Department of Health,Department of Health,18/04/2011,Outsourcing Contract,POLICY & STRATEGY,OXFORD UNIVERSITY,RTHP0/20074335,"90,000.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,PLYMOUTH HOSPITALS NHS TRUST,ERS-430855-45393,"105,847.00",
Department of Health,Department of Health,18/04/2011,External Consultancy Fees,INFORMATICS,ROYAL COLLEGE OF PHYSICIANS,12846539,"124,000.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-430835-45392,"76,125.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,SOUTH BIRMINGHAM PCT,ERS-430836-45383,"103,530.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-430838-45404,"91,350.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-430837-45403,"104,545.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-430839-45405,"115,710.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,SOUTHAMPTON CITY PCT,ERS-430840-45382,"115,710.00",
Department of Health,Department of Health,18/04/2011,Other programme expenditure,SOCIAL CARE,SQW CONSULTING LTD,16227,"145,942.86",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430841-45399,"87,290.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430823-45398,"100,908.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430843-45396,"86,275.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430842-45395,"88,303.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430844-45388,"92,799.00",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430845-45407,"52,500.00",
Department of Health,Department of Health,18/04/2011,Other programme expenditure,WORKFORCE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,L0066399,"30,083.00",
Department of Health,Department of Health,18/04/2011,Storage costs,NHS MEDICAL DIRECTOR,WINTHROP PHARMACEUTICALS UK LTD,4700000001,"50,440.53",
Department of Health,Department of Health,18/04/2011,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430825-45391,"109,290.00",
Department of Health,Department of Health,19/04/2011,Service charge,NHS Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,5584080933,"68,604.23",
Department of Health,Department of Health,19/04/2011,Service charge,NHS Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,5584079691,"73,184.65",
Department of Health,Department of Health,19/04/2011,Service charge,NHS Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,5584080934,"1,389,766.82",
Department of Health,Department of Health,19/04/2011,Addition Clearing - IT,NHS Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,5584080934,"5,496.31",
Department of Health,Department of Health,19/04/2011,Addition Clearing - IT,NHS Chief Information Officer,ATOS ORIGIN IT SERVICES UK LTD,5584079693,"156,566.37",
Department of Health,Department of Health,19/04/2011,Service charge,NHS Chief Information Officer,BT GROUP PLC,262736,"325,195.00",
Department of Health,Department of Health,19/04/2011,External Consultancy Fees,INFORMATICS,CAPGEMINI UK PLC,12553211,"32,580.00",
Department of Health,Department of Health,19/04/2011,External Consultancy Fees,INFORMATICS,CAPGEMINI UK PLC,12553208,"29,183.00",
Department of Health,Department of Health,19/04/2011,External Consultancy Fees,INFORMATICS,CAPGEMINI UK PLC,12553206,"22,001.00",
Department of Health,Department of Health,19/04/2011,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),733110,225.00,
Department of Health,Department of Health,19/04/2011,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),733110,"71,656.00",
Department of Health,Department of Health,19/04/2011,Outsourcing Contract,FINANCE & OPERATIONS (DM),CSC COMPUTER SCIENCES LTD,5201233299,"68,542.00",
Department of Health,Department of Health,19/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,DETICA LTD,1039283,"19,680.00",
Department of Health,Department of Health,19/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,DETICA LTD,1039283,"21,600.00",
Department of Health,Department of Health,19/04/2011,Travel & subsistence staff,FINANCE & OPERATIONS (DM),EXPOTEL HOTEL RESERVATIONS LTD,709723,"101,789.87",
Department of Health,Department of Health,19/04/2011,Conferences & seminars,FINANCE & OPERATIONS (DM),EXPOTEL HOTEL RESERVATIONS LTD,709882,"161,754.54",
Department of Health,Department of Health,19/04/2011,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,FACULTY OF PUBLIC HEALTH (FPH),0000000392,"200,000.00",
Department of Health,Department of Health,19/04/2011,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,FACULTY OF PUBLIC HEALTH (FPH),0000000393,"221,490.00",
Department of Health,Department of Health,19/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592306,"70,051.34",
Department of Health,Department of Health,19/04/2011,Contactor/ Staff Subsitution,COMMISSIONING,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592307,"77,143.34",
Department of Health,Department of Health,19/04/2011,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,HEALTH PROTECTION AGENCY (HPA),5303720,"38,544.00",
Department of Health,Department of Health,19/04/2011,Admin Revenue Grant-in-Aid,NHS FINANCE PERFORMANCE & OPERATIONS,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,IR OF NHS FUNDING APRIL 2011,"1,300,000.00",
Department of Health,Department of Health,19/04/2011,Outsourcing Contract,WORKFORCE,NHS EMPLOYERS LTD,5218,"469,212.00",
Department of Health,Department of Health,19/04/2011,Computer Maintenance,INFORMATICS,PROBRAND LTD,12865153,"80,509.22",
Department of Health,Department of Health,19/04/2011,External Consultancy Fees,INFORMATICS,QI CONSULTING,12846536,"23,180.98",
Department of Health,Department of Health,19/04/2011,Staff Consultancy & Suppt,INFORMATICS,SAND RESOURCES LTD,12853413,"21,123.80",
Department of Health,Department of Health,19/04/2011,Revenue Grants to Other Bodies,SOCIAL CARE,UNIVERSITY OF CENTRAL LANCASHIRE HEC,ERS-430956-45461,"80,000.00",
