"Departmental Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Vat Registration Num"
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH WEST SHA","ERS-430472-44973",104817,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH WEST SHA","ERS-430720-45255",623667,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON CITY PCT","ERS-430721-45245",70915,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON CITY PCT","ERS-430442-44949",78195,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430478-45143",40758,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430588-45144",66160,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",76836,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",1e+05,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",318385,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",338686,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",365730,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430443-44999",419129,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST","ERS-430722-45266",2230853.79,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY OF","ERS-430723-45333",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY OF","ERS-430723-45333",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTHAMPTON UNIVERSITY OF","ERS-430723-45333",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SWANSEA UNIVERSITY","ERS-430581-45108",61764.14,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST","ERS-430482-45133",59855,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST","ERS-430449-44985",112567,""
"Department of Health","Department of Health",2011-04-15,"Grants to non profit institutions (CUR)","SOCIAL CARE","THE MENTAL HEALTH FOUNDATION","ERS-430786-45365",29996.5,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430520-45090",25992,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430595-45174",58132,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430724-45290",180440,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430450-45041",417758,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430724-45290",443062,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST","ERS-430724-45290",2449490.6,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430725-45280",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430725-45280",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430725-45280",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430725-45280",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430499-45164",35554,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430451-45026",881390,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL MARSDEN NHS FOUNDATION TRUST","ERS-430725-45280",3077187,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE ROYAL WOLVERHAMPTON HOSPITAL NHS TRUST","ERS-430483-45152",42390,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE WALTON CENTRE NHS FOUNDATION TRUST","ERS-430726-45262",25020,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE WALTON CENTRE NHS FOUNDATION TRUST","ERS-430453-44991",61233,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","THE WALTON CENTRE NHS FOUNDATION TRUST","ERS-430726-45262",103021,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","TORBAY CARE TRUST","ERS-430497-45207",27722,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430727-45323",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON (UCL)","ERS-430543-45099",129095,""
"Department of Health","Department of Health",2011-04-15,"Secondees in invoiced costs","NHS MEDICAL DIRECTOR","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","665449",60627,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430492-45170",29793,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430728-45287",33094,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430728-45287",94155,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430454-45037",1724690,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ERS-430728-45287",4910225,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430576-45169",90191,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430730-45286",112578,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430473-45036",142924,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430455-45035",229132,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430730-45286",267870,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430730-45286",328085,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430730-45286",589620,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST","ERS-430730-45286",2836558.35,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430733-45273",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430733-45273",71059,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430587-45156",80498,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430733-45273",87487,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430733-45273",128778,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430457-45015",157357,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST","ERS-430733-45273",3724480.86,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430738-45256",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430738-45256",16233,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430738-45256",79170,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430605-45131",85779,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430458-44976",331504,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430738-45256",348509,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST","ERS-430738-45256",4923466.32,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST","ERS-430603-45151",37539,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST","ERS-430459-45010",45481,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST","ERS-430739-45270",1677931.23,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430741-45301",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430741-45301",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430487-45192",26090,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430590-45195",35728,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430474-45059",155235,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430460-45058",265438,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430741-45301",327951,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430741-45301",529552,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","ERS-430741-45301",2044918.19,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST","ERS-430742-45294",50000,""
"Department of Health","Department of Health",2011-04-15,"CASH FUNDING Rev Inside RAB","FINANCE & OPERATIONS (DM)","WAKEFIELD DISTRICT PCT","HAFS-10535",5e+06,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","WARWICK UNIVERSITY OF","ERS-430744-45334",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","WARWICK UNIVERSITY OF","ERS-430744-45334",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","WARWICKSHIRE PCT","ERS-430745-45250",25304,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","WESTERN SUSSEX HOSPITALS NHS TRUST","ERS-430598-45210",36063,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","WESTERN SUSSEX HOSPITALS NHS TRUST","ERS-430746-45342",2046870.84,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","WHITTINGTON HOSPITAL NHS TRUST","ERS-430747-45271",94564,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","ERS-430465-44986",27427,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","ERS-430594-45134",45870,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK TEACHING HOSPITAL NHS FOUNDATION TRUST","ERS-430748-45260",1489743.45,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK UNIVERSITY OF","ERS-430749-45335",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK UNIVERSITY OF","ERS-430749-45335",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK UNIVERSITY OF","ERS-430749-45335",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","YORK UNIVERSITY OF","ERS-430749-45335",15000,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","ALDER HEY CHILDRENS NHS FOUNDATION TRUST","ERS-430824-45390",70700,""
"Department of Health","Department of Health",2011-04-18,"Staff Consultancy & Suppt","INFORMATICS","ASE CONSULTING LTD","12823421",23352,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","BARTS AND THE LONDON NHS TRUST","ERS-430846-45394",109410,""
"Department of Health","Department of Health",2011-04-18,"Research & development","HEALTH PROTECTION AND IMPROVEMENT","BELFAST QUEENS UNIVERSITY OF","80001480",30493,""
"Department of Health","Department of Health",2011-04-18,"Service charge","NHS Chief Information Officer","BT GROUP PLC","263352",1862680.36,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","ERS-430827-45397",99470,""
"Department of Health","Department of Health",2011-04-18,"Outsourcing Contract","NHS FINANCE PERFORMANCE & OPERATIONS","CARE UK CLINICAL SERVICES LTD","25743835",1990334.83,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST","ERS-430847-45402",86275,""
"Department of Health","Department of Health",2011-04-18,"Outsourcing Contract","WORKFORCE","CWM TAF HEALTH BOARD","48445",140000,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","EAST LONDON NHS FOUNDATION TRUST","ERS-430828-45408",86275,""
"Department of Health","Department of Health",2011-04-18,"Other programme expenditure","SOCIAL CARE","EDINBURGH UNIVERSITY OF","Z0020552",54436.5,""
"Department of Health","Department of Health",2011-04-18,"Other programme expenditure","COMMISSIONING","FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD","CHAPS18/4/11",775000,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST","ERS-430848-45411",107590,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",128.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",226.42,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1276.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",678.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",739.1,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",2652.1,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",123.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",123.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1941.64,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",2088.58,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",383.8,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",828.2,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",77.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1021.58,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",9322.8,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",293.2,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",8158.28,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",206.8,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",81.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",999.7,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",110.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",304.8,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",250.19,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",405.2,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",361.8,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",2239,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",314.81,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",7992.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1143.66,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1075.69,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1286.81,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",661.14,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",699.38,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",3200.5,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",970.04,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",707.63,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1335.59,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1621.54,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",9645.43,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",162.79,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1060.2,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",4578.67,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",128.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",398.59,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",123.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",2367.18,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",748.97,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",307.81,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",695.2,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",123.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1135.49,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1098.25,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",87.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",353.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1155.07,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",1756.24,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",989.8,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",77.4,""
"Department of Health","Department of Health",2011-04-18,"Travel & Subsistence","INFORMATICS","HRG UK","12846349",521.43,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","ERS-430849-45413",105848,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","ERS-430821-45412",296528,""
"Department of Health","Department of Health",2011-04-18,"Outsourcing Contract","NHS FINANCE PERFORMANCE & OPERATIONS","INHEALTH LTD","088",1822073.95,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","LANCASHIRE CARE NHS FOUNDATION TRUST","ERS-430850-45406",51765,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","LIVERPOOL PCT","ERS-430851-45385",108098,""
"Department of Health","Department of Health",2011-04-18,"Research & development","Research & development","MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST","ERS-430830-45417",105560,""
"Department of Health","Department of Health",2011-04-18,"Outsourcing Contract","SOCIAL CARE","MINISTRY OF JUSTICE (MOJ)","IRD120HQ/5903.",37789,""
