Amount,Date,Entity,Expense Area,Expense Type,Supplier,Transaction Number
"£34,791.96",17/03/2011,MoJ HQ,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,UNIVERSITY OF SURREY,1044386
"£314,078.40",24/03/2011,MoJ HQ,RE999-CJG - Research & Analysis,223410-Research & Associated Costs,MARKET & OPINION RESEARCH INTERNATIONAL LTD (MORI),1045089
"£27,373.64",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223513-Design/Print/Reprographic Services,LIBERATA UK LTD,1043887
"£85,164.18",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223513-Design/Print/Reprographic Services,LIBERATA UK LTD,1043887
"£26,586.00",03/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,223515-Postage & Distribution - Royal Mail,ROYAL MAIL GROUP PLC,1042950
"£42,464.40",03/03/2011,MoJ HQ,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1042969
"£66,806.10",24/03/2011,MoJ HQ,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1045184
"£66,806.10",28/03/2011,MoJ HQ,MD600-Information Directorate,223520-Publications- incl. Online,SWEET & MAXWELL LTD,1045515
"£52,515.90",03/03/2011,MoJ HQ,NX900-MOJ Shared Services,223532-Pension advice & administration,CAPITA HARTSHEAD LTD,1042773
"£52,233.97",30/03/2011,MoJ HQ,NX900-MOJ Shared Services,223532-Pension advice & administration,CAPITA HARTSHEAD LTD,1045604
"£92,780.35",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1042855
"£36,000.00",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,VP TREEN & ASSOCIATES,1042989
"£30,600.00",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,VP TREEN & ASSOCIATES,1042989
"£37,968.71",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HM PRISON SERVICE,1042849
"£599,682.19",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HM PRISON SERVICE,1042849
"£28,200.00",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CACI LTD,1043064
"£69,870.00",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CACI LTD,1043438
"£29,986.14",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1043869
"£33,520.80",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INSIGHT DIRECT (UK) LTD,1043870
"£236,989.34",17/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,STERIA LTD,1044358
"£190,773.86",21/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1044554
"£449,760.00",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CABLE & WIRELESS,1044949
"£42,699.45",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045412
"£127,340.72",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,HOME OFFICE,1045405
"£50,400.00",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,MEGA INTERNATIONAL LTD,1045455
"£97,407.44",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,CABLE & WIRELESS,1045601
"£30,258.60",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,V P TREEN LTD,1045884
"£237,708.78",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,STERIA LTD,1045854
"£117,175.75",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,BYTES SOFTWARE SERVICES LTD,1045600
"£66,600.00",30/03/2011,MoJ HQ,LZ600-Transforming Justice,223536-IT Services incl Web Hosting,NINIAN SOLUTIONS LTD,1045784
"£54,163.20",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045996
"£33,887.10",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,INFORMATION INITIATIVES LTD,1045996
"£45,270.00",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223536-IT Services incl Web Hosting,COMPUTERS IN PERSONNEL LTD,1046094
"£70,099.45",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£41,062.32",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£120,224.71",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£174,716.40",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£168,913.20",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£32,961.15",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£50,526.31",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£133,674.40",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£274,386.68",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1042829
"£123,978.45",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£133,865.80",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£95,641.99",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£68,764.04",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£70,099.45",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£50,526.31",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£32,961.15",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£41,062.32",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£44,116.80",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£174,716.40",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1043493
"£428,534.12",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1045673
"£436,172.74",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223537-IT Servs maj contr Libra Apps & Int,FUJITSU SERVICES LTD,1045673
"£27,072.92",10/03/2011,MoJ HQ,LZ600-Transforming Justice,"223539-Publicity, Advertising & Communictn (VAT Recovrbl)",THE PRESS ASSOCIATION,1043667
"£26,294.10",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223545-Telecomms - Charges/Rental - mobile,VODAFONE CORPORATE LTD,1042988
"£26,210.68",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223545-Telecomms - Charges/Rental - mobile,VODAFONE CORPORATE LTD,1045886
"£96,700.80",07/03/2011,MoJ HQ,KY220-Access to Justice Change,223560-DISC IT Application Costs,LOGICA UK LTD,1043154
"£193,680.46",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£28,578.00",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£365,083.81",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£176,286.00",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£42,773.10",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£41,767.20",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£64,521.24",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£30,600.00",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£37,266.61",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£68,098.80",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£235,692.00",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£540,000.00",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£84,952.82",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£35,470.80",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£61,220.40",10/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043563
"£482,613.60",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223560-DISC IT Application Costs,LOGICA UK LTD,1043890
"£61,591.20",30/03/2011,MoJ HQ,KY220-Access to Justice Change,223560-DISC IT Application Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£106,732.80",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£104,610.00",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£460,543.20",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£462,819.60",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£70,015.20",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£32,616.00",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£398,689.20",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£1,789,555.20",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£1,118,730.00",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£785,570.40",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£189,000.00",07/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043045
"£92,493.83",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781
"£46,328.32",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781
"£199,856.02",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,HOME OFFICE,1043865
"£154,440.00",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781
"£46,874.40",14/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1043781
"£192,304.80",17/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044142
"£61,586.40",21/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044481
"£104,610.00",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£25,233.13",24/03/2011,MoJ HQ,NX900-MOJ Shared Services,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£660,000.00",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£462,819.60",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£106,732.80",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£398,689.20",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£1,789,555.20",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£785,570.40",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£189,000.00",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£70,015.20",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£460,543.20",24/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1044915
"£2,432,042.74",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£74,844.00",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£117,221.58",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£219,770.76",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£228,320.10",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£1,118,730.00",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£268,302.53",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£1,477,052.77",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£95,301.36",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045303
"£56,404.30",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£30,242.53",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£31,392.24",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£52,333.20",30/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£55,585.52",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,HOME OFFICE,1045705
"£35,072.40",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£36,138.00",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£154,984.50",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£25,981.20",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915
"£32,616.00",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915
"£84,960.00",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915
"£70,081.20",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915
"£67,440.60",31/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915
"£134,400.00",31/03/2011,MoJ HQ,NX900-MOJ Shared Services,223561-DISC IT Infrastructure Costs,ATOS ORIGIN IT SERVICES UK LTD,1045915
"£149,292.00",24/03/2011,MoJ HQ,KY500-Access to Justice Procurement,223565-Claims Mgt Subcontractor Charges,STAFFORDSHIRE COUNTY COUNCIL,1045176
"£78,735.60",10/03/2011,MoJ HQ,RB999-JPG - CJRD,223566-IT Running Costs - CJG,LOGICA UK LTD,1043562
"£76,317.60",10/03/2011,MoJ HQ,RB999-JPG - CJRD,223566-IT Running Costs - CJG,LOGICA UK LTD,1043562
"£66,621.60",14/03/2011,MoJ HQ,RB999-JPG - CJRD,223566-IT Running Costs - CJG,ATOS ORIGIN IT SERVICES UK LTD T/A ATOS HEALTHCARE,1043782
"£26,408.40",24/03/2011,MoJ HQ,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1044949
"£25,858.22",24/03/2011,MoJ HQ,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1044949
"£68,222.97",28/03/2011,MoJ HQ,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",223566-IT Running Costs - CJG,HOME OFFICE IT,1045406
"£26,408.40",28/03/2011,MoJ HQ,RB999-JPG - CJRD,223566-IT Running Costs - CJG,CABLE & WIRELESS,1045336
"£60,480.00",30/03/2011,MoJ HQ,LZ600-Transforming Justice,223571-Consultancy,PA CONSULTING GROUPS,1045803
"£36,772.78",24/03/2011,MoJ HQ,KY300-Legal Services Strategy,223572-Consultancy (Advisory only),DSTL,1044993
"£28,385.65",03/03/2011,MoJ HQ,RE999-CJG - Research & Analysis,223641-OGD Services Under SLA,HOME OFFICE,1042855
"£34,075.00",24/03/2011,MoJ HQ,RE999-CJG - Research & Analysis,223641-OGD Services Under SLA,HOME OFFICE,1045039
"£60,511.27",28/03/2011,MoJ HQ,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392
"£141,659.76",28/03/2011,MoJ HQ,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392
"£183,985.09",28/03/2011,MoJ HQ,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392
"£150,296.81",28/03/2011,MoJ HQ,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392
"£32,308.04",28/03/2011,MoJ HQ,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392
"£108,571.73",28/03/2011,MoJ HQ,MD600-Information Directorate,224408-Judicial Books & Newspapers etc.,HAMMICKS LEGAL BOOKSHOPS,1045392
"£33,656.20",17/03/2011,MoJ HQ,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1044163
"£33,564.60",21/03/2011,MoJ HQ,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1044502
"£39,836.01",30/03/2011,MoJ HQ,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1045602
"£29,378.52",30/03/2011,MoJ HQ,MF600-Directorate of Judicial Offices,224413-Training Judiciary,CALDER CONFERENCES LTD,1045602
"£26,000,000.00",09/03/2011,MoJ HQ,KY300-Legal Services Strategy,243010-Legal Services Commission - Administration Grants,LEGAL SERVICES COMMISSION,6283
"£1,440,000.00",07/03/2011,MoJ HQ,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6281
"£65,000.00",14/03/2011,MoJ HQ,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6285
"£85,000.00",16/03/2011,MoJ HQ,KY340-Access to Justice Delivery,243110-Grants to NOMS,THE PAROLE BOARD,6287
"£500,000.00",16/03/2011,MoJ HQ,KY340-Access to Justice Delivery,243210-Grants to OCJR,CRIMINAL CASES REVIEW COMMISSION,6286
"£41,445.36",07/03/2011,MoJ HQ,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,METROPOLITAN POLICE AUTHORITY,1043166
"£31,500.00",07/03/2011,MoJ HQ,RB999-JPG - CJRD,244004-Miscellaneous Grants,LANCASHIRE POLICE AUTHORITY,1043143
"£187,500.00",07/03/2011,MoJ HQ,KY500-Access to Justice Procurement,244004-Miscellaneous Grants,MONEY ADVICE TRUST,1043170
"£187,500.00",14/03/2011,MoJ HQ,KY500-Access to Justice Procurement,244004-Miscellaneous Grants,MONEY ADVICE TRUST,1043906
"£117,420.00",17/03/2011,MoJ HQ,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,MANCHESTER CITY COUNCIL,1044279
"£50,000.00",21/03/2011,MoJ HQ,RB999-JPG - CJRD,244004-Miscellaneous Grants,NORTHUMBRIA POLICE AUTHORITY,1044595
"£30,000.00",24/03/2011,MoJ HQ,RC999-Criminal Justice Group - OMS,244004-Miscellaneous Grants,DEPARTMENT FOR WORK & PENSIONS (DWP),1044984
"£75,000.00",24/03/2011,MoJ HQ,RB999-JPG - CJRD,244004-Miscellaneous Grants,RESTORATIVE JUSTICE CONSORTIUM,1045149
"£2,000,000.00",02/03/2011,MoJ HQ,KY300-Legal Services Strategy,244016-GIA to Office for Legal Complaints,OFFICE FOR LEGAL COMPLAINTS,1042734
"£61,331,000.00",07/03/2011,MoJ HQ,RC999-Criminal Justice Group - OMS,244231-YJB Grants for YOTS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6282
"£76,800,000.00",04/03/2011,MoJ HQ,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6278
"£17,700,000.00",10/03/2011,MoJ HQ,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6284
"£21,300,000.00",17/03/2011,MoJ HQ,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6288
"£24,300,000.00",24/03/2011,MoJ HQ,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6289
"£22,200,000.00",31/03/2011,MoJ HQ,KY300-Legal Services Strategy,311101-Community Legal Services Fund,LEGAL SERVICES COMMISSION,6296
"£278,891.56",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,532301-TA GBV - Add- IT- Computers,ATOS ORIGIN IT SERVICES UK LTD,1045574
"£36,421.32",28/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,532302-TA GBV - Add- IT- Telecommunication Equipment,HEWLETT PACKARD LTD,1045398
"£62,678.77",28/03/2011,MoJ HQ,NZ406-Strategic Estates Feeder,532302-TA GBV - Add- IT- Telecommunication Equipment,HEWLETT PACKARD LTD,1045398
"£83,819.25",03/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,532601-TA GBV - Add- Assets In Course of Construction,FUJITSU SERVICES LTD,1042829
"£390,153.78",28/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,532601-TA GBV - Add- Assets In Course of Construction,CABLE & WIRELESS,1045336
"£173,774.58",21/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,532605-DISC-IT Hardware in Course of Const,FUJITSU SERVICES LTD,1044531
"£181,329.99",30/03/2011,MoJ HQ,PZ501-MoJ ICT Feeder,532605-DISC-IT Hardware in Course of Const,FUJITSU SERVICES LTD,1045673
"£1,988,210.90",18/03/2011,MoJ HQ,WW000-Balance Sheet,710111-Taxation - Income Tax - Main Payroll NG1,HMRC,1070
"£85,325.39",18/03/2011,MoJ HQ,WW000-Balance Sheet,710112-Taxation - Income Tax - Local Fees,HMRC,1077
"£55,836.36",18/03/2011,MoJ HQ,WW000-Balance Sheet,710122-National Insurance - Local Fees,HMRC,1076
"£1,537,005.00",18/03/2011,MoJ HQ,WW000-Balance Sheet,710124-National Insurance - Statutory Recoveries Ng 1,HMRC,1071
