Date,Departmental Family,Entity,Expense Area,Expense Type,Supplier,Transaction Number,Vat Registration Num,Amount
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430520-45090,,25992
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430595-45174,,58132
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430724-45290,,180440
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430450-45041,,417758
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430724-45290,,443062
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430724-45290,,2449490.6
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430725-45280,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430725-45280,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430725-45280,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430725-45280,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430499-45164,,35554
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430451-45026,,881390
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-430725-45280,,3077187
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE ROYAL WOLVERHAMPTON HOSPITAL NHS TRUST,ERS-430483-45152,,42390
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-430726-45262,,25020
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-430453-44991,,61233
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-430726-45262,,103021
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,TORBAY CARE TRUST,ERS-430497-45207,,27722
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430727-45323,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON (UCL),ERS-430543-45099,,129095
15/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Secondees in invoiced costs,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,665449,,60627
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430492-45170,,29793
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430728-45287,,33094
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430728-45287,,94155
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430454-45037,,1724690
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430728-45287,,4910225
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430576-45169,,90191
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,,112578
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430473-45036,,142924
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430455-45035,,229132
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,,267870
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,,328085
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,,589620
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-430730-45286,,2836558.35
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,,71059
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430587-45156,,80498
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,,87487
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,,128778
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430457-45015,,157357
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-430733-45273,,3724480.86
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,,16233
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,,79170
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430605-45131,,85779
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430458-44976,,331504
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,,348509
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430738-45256,,4923466.32
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-430603-45151,,37539
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-430459-45010,,45481
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-430739-45270,,1677931.23
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430487-45192,,26090
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430590-45195,,35728
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430474-45059,,155235
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430460-45058,,265438
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,,327951
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,,529552
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430741-45301,,2044918.19
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,ERS-430742-45294,,50000
15/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),CASH FUNDING Rev Inside RAB,WAKEFIELD DISTRICT PCT,HAFS-10535,,5000000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-430744-45334,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,WARWICK UNIVERSITY OF,ERS-430744-45334,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,WARWICKSHIRE PCT,ERS-430745-45250,,25304
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,WESTERN SUSSEX HOSPITALS NHS TRUST,ERS-430598-45210,,36063
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,WESTERN SUSSEX HOSPITALS NHS TRUST,ERS-430746-45342,,2046870.84
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,WHITTINGTON HOSPITAL NHS TRUST,ERS-430747-45271,,94564
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430465-44986,,27427
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430594-45134,,45870
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430748-45260,,1489743.45
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK UNIVERSITY OF,ERS-430749-45335,,15000
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-430824-45390,,70700
18/04/2011,Department of Health,Department of Health,INFORMATICS,Staff Consultancy & Suppt,ASE CONSULTING LTD,12823421,,23352
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,BARTS AND THE LONDON NHS TRUST,ERS-430846-45394,,109410
18/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Research & development,BELFAST QUEENS UNIVERSITY OF,80001480,,30493
18/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,BT GROUP PLC,263352,,1862680.36
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-430827-45397,,99470
18/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Outsourcing Contract,CARE UK CLINICAL SERVICES LTD,25743835,,1990334.83
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-430847-45402,,86275
18/04/2011,Department of Health,Department of Health,WORKFORCE,Outsourcing Contract,CWM TAF HEALTH BOARD,48445,,140000
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,EAST LONDON NHS FOUNDATION TRUST,ERS-430828-45408,,86275
18/04/2011,Department of Health,Department of Health,SOCIAL CARE,Other programme expenditure,EDINBURGH UNIVERSITY OF,Z0020552,,54436.5
18/04/2011,Department of Health,Department of Health,COMMISSIONING,Other programme expenditure,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,CHAPS18/4/11,,775000
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-430848-45411,,107590
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,128.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,226.42
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1276.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,678.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,739.1
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,2652.1
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,123.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,123.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1941.64
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,2088.58
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,383.8
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,828.2
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,77.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1021.58
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,9322.8
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,293.2
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,8158.28
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,206.8
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,81.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,999.7
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,110.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,304.8
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,250.19
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,405.2
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,361.8
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,2239
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,314.81
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,7992.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1143.66
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1075.69
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1286.81
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,661.14
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,699.38
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,3200.5
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,970.04
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,707.63
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1335.59
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1621.54
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,9645.43
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,162.79
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1060.2
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,4578.67
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,128.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,398.59
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,123.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,2367.18
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,748.97
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,307.81
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,695.2
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,123.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1135.49
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1098.25
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,87.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,353.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1155.07
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,1756.24
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,989.8
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,77.4
18/04/2011,Department of Health,Department of Health,INFORMATICS,Travel & Subsistence,HRG UK,12846349,,521.43
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430849-45413,,105848
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-430821-45412,,296528
18/04/2011,Department of Health,Department of Health,NHS FINANCE PERFORMANCE & OPERATIONS,Outsourcing Contract,INHEALTH LTD,088,,1822073.95
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-430850-45406,,51765
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,LIVERPOOL PCT,ERS-430851-45385,,108098
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-430830-45417,,105560
18/04/2011,Department of Health,Department of Health,SOCIAL CARE,Outsourcing Contract,MINISTRY OF JUSTICE (MOJ),IRD120HQ/5903.,,37789
18/04/2011,Department of Health,Department of Health,SOCIAL CARE,Grants to non profit institutions (CUR),NACRO,ERS-430875-45421,,120000
18/04/2011,Department of Health,Department of Health,SOCIAL CARE,Secondees in invoiced costs,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),5581161,,27926.57
18/04/2011,Department of Health,Department of Health,FINANCE & OPERATIONS (DM),Outsourcing Contract,NHS SHARED BUSINESS SERVICES (SBS),1094799,,121343.4
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-430853-45389,,111650
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH STAFFORDSHIRE PCT,ERS-430831-45387,,105560
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH YORKSHIRE & YORK PCT,ERS-430832-45386,,66207
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430833-45409,,104291
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-430834-45384,,116725
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430822-45400,,96361
18/04/2011,Department of Health,Department of Health,POLICY & STRATEGY,Outsourcing Contract,OXFORD UNIVERSITY,RTHP0/20074335,,90000
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,PLYMOUTH HOSPITALS NHS TRUST,ERS-430855-45393,,105847
18/04/2011,Department of Health,Department of Health,INFORMATICS,External Consultancy Fees,ROYAL COLLEGE OF PHYSICIANS,12846539,,124000
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-430835-45392,,76125
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,SOUTH BIRMINGHAM PCT,ERS-430836-45383,,103530
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-430838-45404,,91350
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-430837-45403,,104545
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-430839-45405,,115710
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,SOUTHAMPTON CITY PCT,ERS-430840-45382,,115710
18/04/2011,Department of Health,Department of Health,SOCIAL CARE,Other programme expenditure,SQW CONSULTING LTD,16227,,145942.86
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430841-45399,,87290
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-430823-45398,,100908
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430843-45396,,86275
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-430842-45395,,88303
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-430844-45388,,92799
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-430845-45407,,52500
18/04/2011,Department of Health,Department of Health,WORKFORCE,Other programme expenditure,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,L0066399,,30083
18/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Storage costs,WINTHROP PHARMACEUTICALS UK LTD,4700000001,,50440.53
18/04/2011,Department of Health,Department of Health,Research & development,Research & development,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,ERS-430825-45391,,109290
19/04/2011,Department of Health,Department of Health,NHS Chief Information Officer,Service charge,ATOS ORIGIN IT SERVICES UK LTD,5584080933,,68604.23
