F1,F11,F2,F3,F4,F5,F7,F8,F9,F10,F6
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,STICHELL HOUSE CARE HOME,Revenue,1MG20,Residential Care OP,1922.04,6625190
Chief Executive's,,"CD - Audit, Insurance & Risk NOR       ",Supplies & Services,24/06/2015,STONE ROWE BREWER SOLICITORS,Revenue,3RM18,Insurance Control Susp-Financ,42500,6620593
Environment & Regeneration,,NS: Asset Man,Premises,02/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1DE50,i6- Charlotte Square NEC,1320,6598680
Environment & Regeneration,,NS: Asset Man,Premises,01/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1KEWA,Newington Road East Depot,620,6597527
Environment & Regeneration,,NS: Asset Man,Premises,04/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1KKX1,Civic Centre Direct Costs,2260,6601168
Environment & Regeneration,,NS: Asset Man,Premises,12/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1DY50,Misc Corporate Estates,360,6608191
Environment & Regeneration,,NS: Asset Man,Premises,12/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1DY54,Blackfriars,780,6608192
Environment & Regeneration,,NS: Asset Man,Premises,12/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1DZW4,Bells Close Ind. Est.,970,6608193
Environment & Regeneration,,NS: Asset Man,Premises,30/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1DY54,Blackfriars,4942,6622931
Environment & Regeneration,,NS: Asset Man,Premises,22/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1DY54,Blackfriars,4942,6615985
Environment & Regeneration,,NS: Asset Man,Premises,22/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1KKX1,Civic Centre Direct Costs,1240,6615989
Environment & Regeneration,,NS: Asset Man,Premises,18/06/2015,STONE TECHNICAL SERVICES LTD,Revenue,1HP01,Comm. Centres - Citywide,1125,6613766
Chief Executive's,,CD-Communications and Marketing,Employees,16/06/2015,STONEWALL,Revenue,1FN20,Policy & Comms (S&S),530,6611223
Adult and Culture,,EEC Homeless,Transfer Payments,42177,STONHAM,Revenue,1VH26,Housing & Welfare Rights,777.86,6615687
Adult and Culture,,Social Services-Care Support,Third Party Payments,42166,STONHAM,Revenue,1MX50,SP Block Gross,134312.08,6607200
Adult and Culture,,Social Services-Care Support,Third Party Payments,42166,STONHAM,Revenue,1MX50,SP Block Gross,5189.52,6607201
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,STONHAM,Revenue,1ML04,PH - Health Improvement,1023.68,6603019
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",09/06/2015,STONHAM,Revenue,1MK50,Supported Living LD,-5650.88,6604286
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",09/06/2015,STONHAM,Revenue,1MK51,Home Care LD,-338,6604318
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",03/06/2015,STONHAM,Revenue,1MK51,Home Care LD,-338,6599947
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,STONHAM,Revenue,1MK50,Supported Living LD,97496.52,6604286
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,STONHAM,Revenue,1MK51,Home Care LD,8617.32,6604318
Adult and Culture,,Social Services-Carefirst,Third Party Payments,09/06/2015,STONHAM,Revenue,1MK55,Home Care Family/Carer LD,872.64,6604318
Adult and Culture,,Social Services-Carefirst,Third Party Payments,03/06/2015,STONHAM,Revenue,1MK51,Home Care LD,8876.16,6599947
Adult and Culture,,Social Services-Carefirst,Third Party Payments,03/06/2015,STONHAM,Revenue,1MK55,Home Care Family/Carer LD,964.8,6599947
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1146.12,6599041
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1146.12,6624164
Children's Services,,Childrens Services Support,Third Party Payments,09/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1786.28,6604259
Children's Services,,Childrens Services Support,Third Party Payments,30/06/2015,STONHAM,Revenue,1MN20,Asy Seekers Families,1443.18,6621841
Children's Services,,Childrens Services Support,Third Party Payments,22/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1383,6614738
Children's Services,,Childrens Services Support,Third Party Payments,22/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1262.32,6614739
Children's Services,,Childrens Services Support,Third Party Payments,22/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1383,6614745
Children's Services,,Childrens Services Support,Third Party Payments,19/06/2015,STONHAM,Revenue,1MF01,16+ Team (YP),1262.32,6613536
Children's Services,,Raising Stnds,Supplies & Services,09/06/2015,STONHAM,Revenue,1MN20,Asy Seekers Families,670.37,6591179
Children's Services,,YISP,Supplies & Services,15/06/2015,STONHAM,Revenue,1E875,Youth Contract 16-17 Yr Olds,8280,6609219
Children's Services,,YISP,Supplies & Services,15/06/2015,STONHAM,Revenue,1E875,Youth Contract 16-17 Yr Olds,6440,6609220
Children's Services,,YISP,Supplies & Services,24/06/2015,STONHAM,Revenue,1E875,Youth Contract 16-17 Yr Olds,8280,6613787
Environment & Regeneration,,Cityworks Clean E/C,Capital Expenditure,24/06/2015,STRAIGHT RECYCLING SYSTEMS,Capital,2DP02,Devt Capital CC,19386,6560378
Environment & Regeneration,,Cityworks Clean E/C,Capital Expenditure,24/06/2015,STRAIGHT RECYCLING SYSTEMS,Capital,2DP02,Devt Capital CC,19386,6560380
Environment & Regeneration,,Cityworks Clean E/C,Capital Expenditure,24/06/2015,STRAIGHT RECYCLING SYSTEMS,Capital,2DP02,Devt Capital CC,19386,6584462
Environment & Regeneration,,Cityworks Clean E/C,Capital Expenditure,24/06/2015,STRAIGHT RECYCLING SYSTEMS,Capital,2DP02,Devt Capital CC,19386,6584542
Environment & Regeneration,,Cityworks Clean E/C,Capital Expenditure,24/06/2015,STRAIGHT RECYCLING SYSTEMS,Capital,2DP02,Devt Capital CC,2700,6615770
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,08/06/2015,STRAIGHT RECYCLING SYSTEMS,Revenue,1KEG3,Garden Waste Collection Scheme,9693,6601124
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,08/06/2015,STRAIGHT RECYCLING SYSTEMS,Revenue,1KEG3,Garden Waste Collection Scheme,9693,6601125
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,22/06/2015,STRAIGHT RECYCLING SYSTEMS,Revenue,1KEG3,Garden Waste Collection Scheme,9784.8,6584540
Environment & Regeneration,,Cityworks Clean E/C,Supplies & Services,22/06/2015,STRAIGHT RECYCLING SYSTEMS,Revenue,1KEG3,Garden Waste Collection Scheme,19386,6615769
Environment & Regeneration,,NS: Waste Management,Supplies & Services,12/06/2015,STRAIGHT RECYCLING SYSTEMS,Revenue,1KE14,Waste Disposal General O/H,286.63,6607744
Environment & Regeneration,,NS: Waste Management,Supplies & Services,25/06/2015,STRAIGHT RECYCLING SYSTEMS,Revenue,1KE14,Waste Disposal General O/H,324.39,6607742
Environment & Regeneration,,NS: Capital Works,Supplies & Services,18/06/2015,STRAIGHTLINE CONSTRUCTION CO LTD,Revenue,1KVWC,Minor Works Contracts,26985,6613970
HRA,,HRA Planning QS,Capital Expenditure,11/06/2015,STRAIGHTLINE CONSTRUCTION CO LTD,Capital,2HE9F,Capital Cont-Denton,79172.35,6607423
HRA,,HRA Planning QS,Capital Expenditure,01/06/2015,STRAIGHTLINE CONSTRUCTION CO LTD,Capital,2HE01,Capital Citywide,1318.7,6597801
HRA,,HRA Planning QS,Capital Expenditure,12/06/2015,STRAIGHTLINE CONSTRUCTION CO LTD,Capital,2HE01,Capital Citywide,3970,6608292
HRA,,HRA Planning QS,Capital Expenditure,25/06/2015,STRAIGHTLINE CONSTRUCTION CO LTD,Capital,2HE01,Capital Citywide,80399.8,6618507
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,STREETWISE OPERA,Revenue,1DF03,Arts Contribution,4916.36,6613880
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,STREETWISE YOUNG PEOPLES PROJECT,Revenue,1EY10,Youth Management,6213.98,6613889
Adult and Culture,,Social Services-Care Support,Third Party Payments,08/06/2015,STREETWISE YOUNG PEOPLES PROJECT,Revenue,1ML06,PH Sexual Health Advice etc,6028.4,6603020
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,24/06/2015,SUCCESS 4 ALL,Revenue,1KN21,Elswick Ward,4126,6620436
Chief Executive's,,CD - Safe Newcastle Unit,Supplies & Services,05/06/2015,SUNDERLAND CITY COUNCIL,Revenue,1VP30,ABC Project,326.88,6594953
Environment & Regeneration,,Environment & Regeneration,Supplies & Services,11/06/2015,SUNDERLAND CITY COUNCIL,Revenue,1V099,Joint LTP Costs,8000,6607140
Environment & Regeneration,,Environment & Regeneration,Supplies & Services,11/06/2015,SUNDERLAND CITY COUNCIL,Revenue,1V099,Joint LTP Costs,7500,6607219
Environment & Regeneration,,Environment & Regeneration,Supplies & Services,11/06/2015,SUNDERLAND CITY COUNCIL,Revenue,1V099,Joint LTP Costs,20000,6607220
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,SUNNYFIELD CARE HOME,Revenue,1MK20,Residential Care LD,7555.68,6598888
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,SUNNYFIELD CARE HOME,Revenue,1MK20,Residential Care LD,7555.68,6625170
Adult and Culture,,Social Services,Third Party Payments,42163,SUPERDRUG PHARMACY,Revenue,1ML09,PH - Drugs and alcohol,480,6602599
Chief Executive's,,CD - Electoral Reg,Supplies & Services,01/06/2015,SUPPLIES TEAM LTD,Revenue,1FK03,Municipal Elections,479,6584339
Chief Executive's,,CD - Registrars,"Sales, Fees & Charges",08/06/2015,SUPPLIES TEAM LTD,Revenue,1FA53,Reg of Births Deaths & Margs,2550,6584405
Environment & Regeneration,,Cityworks Highways,Supplies & Services,12/06/2015,SUPPLIES TEAM LTD,Revenue,1KEMC,Highways,442.2,6599212
Environment & Regeneration,,EEC Licensing,Supplies & Services,22/06/2015,SUPPLIES TEAM LTD,Revenue,1D521,Hackney Carriage & Privte Hire,299.6,6600348
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,05/06/2015,SURVEY & MARKETING SERVICES,Capital,2DP02,Devt Capital CC,1317,6602165
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,05/06/2015,SURVEY & MARKETING SERVICES,Capital,2DP02,Devt Capital CC,360,6602166
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,05/06/2015,SURVEY & MARKETING SERVICES,Capital,2DP02,Devt Capital CC,3190,6602168
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,05/06/2015,SURVEY & MARKETING SERVICES,Capital,2DP02,Devt Capital CC,330,6602169
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,23/06/2015,SURVEY & MARKETING SERVICES,Capital,2DP02,Devt Capital CC,698,6617829
Environment & Regeneration,,E&R Trans P&D,Capital Expenditure,02/06/2015,SUSTRANS LTD,Capital,2DP02,Devt Capital CC,103000,6599137
Adult and Culture,,Social Services-Carefirst,Long Term Assets,02/06/2015,SUTHERLAND COURT,Revenue,4WX13,Ind Sector Client Loan Fund,1475.88,6598856
Adult and Culture,,Social Services-Carefirst,Long Term Assets,30/06/2015,SUTHERLAND COURT,Revenue,4WX13,Ind Sector Client Loan Fund,1475.88,6625147
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,SUTHERLAND COURT,Revenue,1MG20,Residential Care OP,-15475.53,6598856
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,SUTHERLAND COURT,Revenue,1MG20,Residential Care OP,-16593.68,6625147
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,SUTHERLAND COURT,Revenue,1MG20,Residential Care OP,87592.86,6598856
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,SUTHERLAND COURT,Revenue,1MG20,Residential Care OP,16364.74,6598857
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,SUTHERLAND COURT,Revenue,1MG20,Residential Care OP,67946.92,6625147
Adult and Culture,,Adult Serv Sens Supp,Supplies & Services,12/06/2015,SW (RETAIL) T/A IC,Revenue,1MH70,Sensory Support PD,553.5,6601745
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,SWAN LODGE,Revenue,1MG20,Residential Care OP,-520.28,6598787
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,SWAN LODGE,Revenue,1MG20,Residential Care OP,-520.28,6625114
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,SWAN LODGE,Revenue,1MG20,Residential Care OP,1717.04,6598787
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,SWAN LODGE,Revenue,1MG20,Residential Care OP,1717.04,6625114
Environment & Regeneration,,E&R Parking Services,Premises,19/06/2015,SWARCO TRAFFIC,Revenue,1V204,Car Parking Infrastructure,1928.94,6557258
Environment & Regeneration,,Blacksmiths,Supplies & Services,01/06/2015,SWIFT BRAKE & CLUTCH LTD,Revenue,1KENB,Fleet Workshops OH,286.1,6584778
Environment & Regeneration,,Blacksmiths,Supplies & Services,22/06/2015,SWIFT BRAKE & CLUTCH LTD,Revenue,1KENB,Fleet Workshops OH,682,6615956
Environment & Regeneration,,Fleet Management System,Supplies & Services,18/06/2015,SWIFT BRAKE & CLUTCH LTD,Revenue,3KES1,Fleetmaster Stores Account,442.53,6598632
Environment & Regeneration,,Fleet Management System,Supplies & Services,24/06/2015,SWIFT BRAKE & CLUTCH LTD,Revenue,3KES1,Fleetmaster Stores Account,310,6601977
Environment & Regeneration,,NS: Asset Man,Premises,17/06/2015,SWIFT FIRE & SECURITY,Revenue,1DR03,Grainger Market,255.75,6612731
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,SWIIS FOSTER CARE LTD,Revenue,1MC22,IND Sector Foster Carer Costs,65832,6599042
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,SWIIS FOSTER CARE LTD,Revenue,1MC22,IND Sector Foster Carer Costs,49354,6624165
Adult and Culture,,Adult Serv Admin Support,Supplies & Services,42178,SYMEC TECHNOLOGIES LTD,Revenue,1MX06,Community Reablement,23332,6606099
Children's Services,,Invoice,Supplies & Services,08/06/2015,T CROSSLING,Revenue,1KBM0,Public & Educ O/H,321.78,6602740
Children's Services,,Invoice,Supplies & Services,08/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,365.87,6602960
Children's Services,,Invoice,Supplies & Services,05/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,647.6,6602125
Children's Services,,Invoice,Supplies & Services,04/06/2015,T CROSSLING,Revenue,3KIMD,Other Stores Stock Account,256.03,6601105
Children's Services,,Invoice,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,4432.14,6601242
Children's Services,,Invoice,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,730.86,6623766
Environment & Regeneration,,Allendale Rd,Premises,08/06/2015,T CROSSLING,Revenue,1KR05,District Heating,350.18,6584610
Environment & Regeneration,,Allendale Rd,Supplies & Services,02/06/2015,T CROSSLING,Revenue,1KR8L,Wide District Heating,1078.91,6598967
Environment & Regeneration,,Allendale Rd,Supplies & Services,02/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,1150.59,6598968
Environment & Regeneration,,Allendale Rd,Supplies & Services,02/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,276.48,6599025
Environment & Regeneration,,Allendale Rd,Supplies & Services,11/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,656.42,6599986
Environment & Regeneration,,Allendale Rd,Supplies & Services,11/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,9245.12,6599991
Environment & Regeneration,,Allendale Rd,Supplies & Services,11/06/2015,T CROSSLING,Revenue,1KBAA,Building Contracts,363.06,6599992
Environment & Regeneration,,Allendale Rd,Supplies & Services,11/06/2015,T CROSSLING,Revenue,1KB40,Citybuild Stores O/H,454.23,6600004
Environment & Regeneration,,Allendale Rd,Supplies & Services,03/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,4432.14,6601238
Environment & Regeneration,,Allendale Rd,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,272.41,6596100
Environment & Regeneration,,Allendale Rd,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,305,6596203
Environment & Regeneration,,Allendale Rd,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,3355,6596219
Environment & Regeneration,,Allendale Rd,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,514.8,6596237
Environment & Regeneration,,Allendale Rd,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,4831.44,6601253
Environment & Regeneration,,Allendale Rd,Supplies & Services,04/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,471.84,6601344
Environment & Regeneration,,Allendale Rd,Supplies & Services,12/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,854.16,6606052
Environment & Regeneration,,Allendale Rd,Supplies & Services,12/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,446.12,6608124
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KBAA,Building Contracts,410,6619692
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KR1E,Response East,306.88,6619694
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,672.8,6619757
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,3598.35,6619760
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,339.12,6619764
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,526.94,6619772
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,323.32,6619775
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KBAA,Building Contracts,490.5,6619781
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KBAA,Building Contracts,490.5,6619785
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,642.64,6623714
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,1331.18,6623721
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,1108.88,6623723
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,966.12,6623725
Environment & Regeneration,,Allendale Rd,Supplies & Services,30/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,674.01,6623726
Environment & Regeneration,,Allendale Rd,Supplies & Services,26/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,287.65,6620362
Environment & Regeneration,,Allendale Rd,Supplies & Services,18/06/2015,T CROSSLING,Revenue,1KVEM,Mechanical Stand Alone Works,662.67,6608644
Environment & Regeneration,,NS: Waste Management,Supplies & Services,04/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,479.5,6600983
Environment & Regeneration,,NS: Waste Management,Supplies & Services,12/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,557.5,6607741
Environment & Regeneration,,NS: Waste Management,Supplies & Services,12/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,393,6607746
Environment & Regeneration,,NS: Waste Management,Supplies & Services,12/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,710,6607747
Environment & Regeneration,,NS: Waste Management,Supplies & Services,12/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,6204,6607757
Environment & Regeneration,,NS: Waste Management,Supplies & Services,17/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,750,6612760
Environment & Regeneration,,NS: Waste Management,Supplies & Services,25/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,399.5,6621087
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE21,Brunswick Recycling Centre,517.5,6621079
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE21,Brunswick Recycling Centre,1320,6621080
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE14,Waste Disposal General O/H,317.5,6621089
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE18,Walbottle Recycling Centre,307,6621091
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,2930.5,6621092
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE18,Walbottle Recycling Centre,350,6621095
Environment & Regeneration,,NS: Waste Management,Supplies & Services,26/06/2015,T SERVICES (N.E) LTD,Revenue,1KE18,Walbottle Recycling Centre,425,6621097
Environment & Regeneration,,NS: Waste Management,Supplies & Services,18/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,465,6613272
Environment & Regeneration,,NS: Waste Management,Supplies & Services,18/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,1345.5,6613280
Environment & Regeneration,,NS: Waste Management,Supplies & Services,18/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,295,6613281
Environment & Regeneration,,NS: Waste Management,Supplies & Services,18/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,312.5,6613282
Environment & Regeneration,,NS: Waste Management,Supplies & Services,18/06/2015,T SERVICES (N.E) LTD,Revenue,1KE23,Sandhills,647,6613284
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,TALBOT HOUSE,Revenue,1MC02,Ind Sector Placements,9230.76,6599053
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,TALBOT HOUSE,Revenue,1MC02,Ind Sector Placements,9230.76,6624173
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,23/06/2015,TALK TALK,Capital,2N401,Capital General,1067.83,6617990
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,TAMARIS HEALTHCARE (ENGLAND)LTD,Revenue,1MG20,Residential Care OP,-1024.8,6611186
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,TAMARIS HEALTHCARE (ENGLAND)LTD,Revenue,1MG20,Residential Care OP,1844.76,6611186
Environment & Regeneration,,NS: Street Lighting PFI,Third Party Payments,01/06/2015,TAY VALLEY LIGHTING,Revenue,1KEMF,Street Lighting PFI,600805.53,6597901
Environment & Regeneration,,NS: Street Lighting PFI,Third Party Payments,01/06/2015,TAY VALLEY LIGHTING,Revenue,1KEMF,Street Lighting PFI,600805.53,6597902
Environment & Regeneration,,Fleet Management System,Supplies & Services,25/06/2015,TAYLOR ENGINEERING & FABRICATIONS LTD,Revenue,3KES1,Fleetmaster Stores Account,881.27,6598502
Environment & Regeneration,,Fleet Management System,Supplies & Services,25/06/2015,TAYLOR ENGINEERING & FABRICATIONS LTD,Revenue,3KES1,Fleetmaster Stores Account,504.65,6598635
Environment & Regeneration,,Fleet Management System,Supplies & Services,25/06/2015,TAYLOR ENGINEERING & FABRICATIONS LTD,Revenue,3KES1,Fleetmaster Stores Account,254.43,6601984
Environment & Regeneration,,E&R Development Mngmt,Third Party Payments,01/06/2015,TAYLOR WIMPEY NORTH EAST,Revenue,1VH31,FHU General & Delivery Team,62500,6596722
Environment & Regeneration,,E&R Fairer Housing,Capital Expenditure,08/06/2015,TAYLORED PROPERTY GROUP LTD,Capital,2N401,Capital General,300,6568980
Environment & Regeneration,,E&R - Technical Consultancy,Capital Expenditure,08/06/2015,TAZIKER INDUSTRIAL LTD,Capital,2FT14,Property Services,228172.92,6602587
Environment & Regeneration,,Blacksmiths,Supplies & Services,26/06/2015,TCM R&D LTD,Revenue,1KEMV,Blacksmiths,1890,6623084
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,TEAM FOSTERING NORTH EAST,Revenue,1MC22,IND Sector Foster Carer Costs,22320,6599043
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,TEAM FOSTERING NORTH EAST,Revenue,1MC22,IND Sector Foster Carer Costs,16320,6624166
Environment & Regeneration,,Fleet Management System,Supplies & Services,25/06/2015,TEAM VALLEY TRANSMISSIONS LTD,Revenue,1KESH,Light Workshop Routine Repair,275,6594823
Environment & Regeneration,,CW Security Services,Premises,11/06/2015,TECHNISTORE LTD,Revenue,1KKU5,Civic Centre Control,1500,6582508
Chief Executive's,,CD - Corporate Procurement,Supplies & Services,10/06/2015,TELECARE SERVICES ASSOCIATION,Revenue,1MR82,Commisioning And Procurement,840,6606053
Environment & Regeneration,,NS: Resources,Supplies & Services,24/06/2015,TEXTANYWHERE LTD,Revenue,1KELA,Traffic Sig General O/H,14,6620112
Environment & Regeneration,,NS: Resources,Supplies & Services,24/06/2015,TEXTANYWHERE LTD,Revenue,1KEAR,Cleansing Overhead,0.59,6620112
Environment & Regeneration,,NS: Resources,Supplies & Services,24/06/2015,TEXTANYWHERE LTD,Revenue,1KR01,Responsive Maintenance,278.71,6620112
Environment & Regeneration,,NS: Resources,Supplies & Services,24/06/2015,TEXTANYWHERE LTD,Revenue,1KKA4,Pest Control,13.79,6620112
Environment & Regeneration,,NS: Resources,Supplies & Services,24/06/2015,TEXTANYWHERE LTD,Revenue,1KB00,Head of Citybuild,0.03,6620112
Environment & Regeneration,,Cityworks Rangers,Capital Expenditure,05/06/2015,TGP LANDSCAPE ARCHITECTS (NORTH) LTD,Capital,2KL01,Leisure Services,12513.85,6602270
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/06/2015,THE BIG WORD,Revenue,1CR01,Revenues & Benefits Managemnt,892.97,6614064
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/06/2015,THE BIG WORD,Revenue,1VH06,FHU Private Housing Team,29.85,6614064
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/06/2015,THE BIG WORD,Revenue,1FN20,Policy & Comms (S&S),198.91,6614064
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,26/06/2015,THE BIG WORD,Revenue,1CC50,CSC Management,1.68,6614064
