Address,Case Date,Case Reference,Case Text,Classification,Codetext,Decision,Decision Date,Decision Target Date,Geo X,Public Consultation End Date,Public Consultation Start Date,Service Type,Ward,Appeal Decision Date,Decision Notice Date,Decision Type,Geo Y,Status
"""7 Park Road",10/10/2016,16/01323/FUL,Change of use of currently vacant dental surgery (D1) to single residential dwelling (C3),Q20,,,,,,,,FUL,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2TS,,,,,,,,,,,,,,,,
424897,05/12/2016,"""",408631,1,DEL,18/11/2016,18/10/2016,01/12/2016,01/12/2016,,,1,,,,10,,1
rooflights to rear,17/11/2016,16/01483/LBC,"""Reconstruction and conversion of existing lean-to store to living space",Q23,,,,,,,,LBC,,,,,,
,,The Long Causeway,,,,,,,,,,,,,,,,
,,Blackshaw Head,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 7JF,,,,,,,,,,,,,,,,
427594,12/01/2017,"""",395853,3,DEL,04/01/2017,29/11/2016,12/01/2017,12/01/2017,,,3,,,,2,,3
"""Oaklea Manor",04/01/2017,17/00013/RES,Domestic stable with associated hard standing (Reserved Matters Persuant to 15/00031),Q18,,,,,,,,RES,,,,,,
,,Branch Road,,,,,,,,,,,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0FF,,,,,,,,,,,,,,,,
419941,14/03/2017,"""",406568,1,DEL,03/03/2017,25/01/2017,07/03/2017,13/03/2017,,,1,,,,12,,1
"""Unit 4A",22/02/2017,17/00224/FUL,Single storey extension to glazing merchant's warehouse,Q18,,,,,,,,FUL,,,,,,
,,High Level Way,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 4PR,,,,,,,,,,,,,,,,
425673,04/05/2017,"""",407839,1,DEL,03/04/2017,13/03/2017,03/05/2017,03/05/2017,,,1,,,,10,,1
"""Yew Trees Farm",06/03/2017,17/00278/FUL,Conversion of barn  to dwelling,Q13,,,,,,,,FUL,,,,,,
,,Ovenden Wood Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 0TQ,,,,,,,,,,,,,,,,
426409,12/07/2017,"""",406759,1,DEL,25/05/2017,,12/07/2017,12/07/2017,,,1,,,,17,,1
"""Unit 4",06/03/2017,17/00280/FUL,Conversion from B8 storage and light industrial to D2 leisure to provide trampoline park with cafe and children's play area.,Q18,,,,,,,,FUL,,,,,,
,,Calderdale Business Park,,,,,,,,,,,,,,,,
,,Club Lane,,,,,,,,,,,,,,,,
,,Ovenden,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 8DB,,,,,,,,,,,,,,,,
427340,12/07/2017,"""",407647,1,DEL,22/06/2017,26/05/2017,17/08/2017,17/08/2017,,,1,,,,9,,1
"""4 Buckstones Close",03/03/2017,16/01261/DISC1,Submission of information to Discharge Conditions on application 16/01261- conditions 2 and 3,DISC,,,,,,,,DISC1,,,,,,
,,Holywell Green,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 9DZ,,,,,,,,,,,,,,,,
419739,28/04/2017,"""",408772,PCOMP,,,,25/04/2017,25/04/2017,,,PCOMP,,,,4,,
"""28 Cowhurst Avenue",21/03/2017,17/00365/HSE,Single storey extension to rear and side (Revised Scheme to 16/00924),Q21,,,,,,,,HSE,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,OL14 5PG,,,,,,,,,,,,,,,,
425225,16/05/2017,"""",393005,1,DEL,28/04/2017,06/04/2017,19/06/2017,19/06/2017,,,1,,,,15,,1
"""Land North Of 4 Lumbrook Close",25/04/2017,17/00545/OUT,3 no detached dwellings (Revised Scheme to 16/00596) (Outline),Q18,,,,,,,,OUT,,,,,,
,,Lumbrook Close,,,,,,,,,,,,,,,,
,,Shelf,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
427112,12/07/2017,"""",412095,11,DEL,18/07/2017,25/05/2017,21/07/2017,21/07/2017,,,11,,,,8,,11
"""16 Mayfield Avenue",02/05/2017,17/00560/HSE,Single storey extension to side,Q21,,,,,,,,HSE,,,,,,
,,Bailiff Bridge,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD6 4EF,,,,,,,,,,,,,,,,
425670,27/06/2017,"""",414806,1,DEL,09/06/2017,15/05/2017,26/06/2017,26/06/2017,,,1,,,,5,,1
"together with associated external works. (Amended scheme to 13/00195)""",18/08/2017,14/00942/DISC2,"""Single storey swimming pool & gym on existing community centre car park",,,,,,,,,DISC2,,,,,,
,,Caldene Avenue,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5AF,,,,,,,,,,,,,,,,
425950,,"""",401105,REC,,,,,,,,,,,,7,,
,18/08/2017,14/00942/DISC3,"""Application Reference Number: 14/00942/FUL	Date of Decision: 09/10/2014",,,,,,,,,DISC3,,,,,,
,,,,,,,,,,,,,,,,,,
,,Condition Number(s): C2 - Noise,,,,,,,,,,,,,,,,
,,C6 - Emissions,,,,,,,,,,,,,,,,
,,C7 - Lighting,,,,,,,,,,,,,,,,
,,C20 - Pool Backwash,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Conditions(s) Removal:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Condition no's 2,,in conjunction with input from the appointed contractor and their sub-contractors.,,,,,,,,"7 and 20 are presently worded """"Before development commences"""" or similar.  We are seeking approval for these conditions to be changed to """"Prior to first occupation"""" to enable the detailed and compliant design of these elements to be undertaken during the construction period",,,,,,
,,or similar:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Condition no 2,,,,,,,,,,"details to be submitted and approved in writing"""" in lieu of current """"Before the development commences""""",,,,,,
,,Condition no 6,,,,,,,,,,"details to be submitted and approved in writing"""" in lieu of current """"The development shall not begin""""",,,,,,
,,Condition no 7,,,,,,,,,,"details to be submitted and approved in writing"""" in lieu of current """"Before the development commences""""",,,,,,
,,"Condition no 20 """"Prior to first occupation",,,,,,,,,,"""Mytholmroyd Community And Leisure Centre",,,,,,
,,Caldene Avenue,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5AF,,,,,,,,,,,,,,,,
425950,,"""",401105,REC,,,,,,,,,,,,7,,
"""Mcdonalds",18/08/2017,17/10026/ADV,RELOCATION OF 3 MENU BOARDS FOR THE CHANGES TO THE BUILDING - RETENTION OF ALL OTHER SIGNS SHOWN ON DRAWING 6805 AEW 1272 0008,,,,,,,,,ADV,,,,,,
,,407 Bradford Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4BT,,,,,,,,,,,,,,,,
424480,,"""",414691,REC,,,,,,,,,,,,1,,
"comprising of aluminium cladding to the roof and booths.  The relocation of the existing Customer Order Display. The relocation of existing and installation of new fascia signage.""",18/08/2017,17/01040/FUL,"""OPTION 2 - Refurbishment of the restaurant with alterations to elevations to include the construction of a 5.5 sqm extension and the installation of a new """"Folded Roof"""" concept",,,,,,,,,FUL,,,,,,
,,407 Bradford Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4BT,,,,,,,,,,,,,,,,
424480,,"""",414691,REC,,,,,,,,,,,,1,,
"""Mcdonald's Restaurant",18/08/2017,17/10027/ADV,RELOCATION OF 2 NO. EXISTING SIGNS AND THE INSTALLATION OF 3 NO. NEW SIGNS.,,,,,,,,,ADV,,,,,,
,,407 Bradford Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
424484,,"HD6 4BT""",414670,REC,,,,,,,,,,,,,,
,04/10/2016,16/01293/VAR,"""Variation of Condition 1 of Planning Application 99/00453/REM - (opening and delivery hours)(Temporary Permission for a period of 6 months)",Q18,,,,,,,,VAR,,,,,,
,,,,,,,,,,,,,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Rochdale Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 6LG,,,,,,,,,,,,,,,,
423796,02/12/2016,"""",393415,8,COMM,18/11/2016,25/11/2016,07/12/2016,07/12/2016,,,8,,,,15,,8
"""The Manse",04/10/2016,16/01298/FUL,Detached dwelling,Q13,,,,,,,,FUL,,,,,,
,,1 Whitegate Road,,,,,,,,,,,,,,,,
,,Siddal,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9AD,,,,,,,,,,,,,,,,
423972,07/12/2016,"""",409788,1,DEL,14/11/2016,24/10/2016,07/12/2016,07/12/2016,,,1,,,,16,,1
"""15 Fern Valley Chase",04/10/2016,16/01299/HSE,Two storey link extension from dwelling to detached garage,Q21,,,,,,,,HSE,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,OL14 7HB,,,,,,,,,,,,,,,,
424892,08/12/2016,"""",392689,1,DEL,14/11/2016,19/10/2016,08/12/2016,08/12/2016,,,1,,,,15,,1
Single Storey Flat Roof Main Reception Extension,04/10/2016,16/01300/FUL,"""Two Storey Classroom Extension",Q18,,,,,,,,FUL,,,,,,
,,Mount Pleasant Avenue,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 5TN,,,,,,,,,,,,,,,,
425636,05/01/2017,"""",408690,1,DEL,28/12/2016,,05/01/2017,05/01/2017,,,1,,,,10,,1
"""Land East Of 6 Hill Park Mount",04/10/2016,16/01301/OUT,Detached dwelling (Outline),Q13,,,,,,,,OUT,,,,,,
,,Kebroyd Mount,,,,,,,,,,,,,,,,
,,Triangle,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
420869,29/12/2016,"""",404233,7,COMM,06/12/2016,10/02/2017,21/02/2017,24/02/2017,,,7,,,,12,,7
"""Gudger",17/10/2016,16/20195/TPO,Management and safety works of trees,TPO,,,,,,,,TPO,,,,,,
,,Glen View Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 6DA,,,,,,,,,,,,,,,,
427436,12/12/2016,"""",398155,4,DEL,22/11/2016,27/10/2016,06/12/2016,06/12/2016,,,4,,,,2,,4
"""Land Off Hebden Bridge Railway Station",03/08/2017,17/00955/RNO,New coal shed ( Rail Prior Notification),RNO,,,,,,,,RNO,,,,,,
,,Station Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
426891,28/09/2017,"""",399420,33,DEL,11/08/2017,,24/08/2017,24/08/2017,,,33,,,,2,,33
2,03/08/2017,13/00707/DISC1,"""Submission of information to Discharge Conditions on application 13/00707/LBC - Conditions 1",DISC,"""Holme Ends",,,,,,,DISC1,,,,,,
,,Widdop Road,,,,,,,,,,,,,,,,
,,Heptonstall,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
432142,28/09/2017,"""",395509,PCO,,,,,,,,,,,,2,,
"""Stoneleigh Farm",07/08/2017,17/00971/FUL,Demolition of existing building and dwelling and construction of replacement dwelling,,,,,,,,,FUL,,,,,,
,,Brighouse And Denholme Gate Road,,,,,,,,,,,,,,,,
,,Shelf,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
427515,,"""",411983,INV,,,,,,,,,,,,8,,
"""7 King Cross Street",08/08/2017,17/00973/COU,Change of use from tattoo parlour (Sui Generis) to Chinese massage therapy shop (D1),Q20,,,,,,,,COU,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2SH,,,,,,,,,,,,,,,,
424975,03/10/2017,"""",409005,PCO,,07/09/2017,14/08/2017,,,,,,,,,16,,
"""7 King Cross Street",08/08/2017,17/10024/ADV,A fascia sign above the shop windows. Opaque vinyl to be applied to thee inside of the main shop windows,,,,,,,,,ADV,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2SH,,,,,,,,,,,,,,,,
424975,,"""",409005,INV,,,,,,,,,,,,16,,
"""5 The Old Arcade",14/10/2016,16/01344/FUL,Change of use from Retail (A1) to Wine Bar/Kitchen (A4),Q20,,,,,,,,FUL,,,,,,
,,Old Market,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 1TJ,,,,,,,,,,,,,,,,
425207,21/12/2016,"""",409359,1,DEL,14/12/2016,08/11/2016,19/12/2016,21/12/2016,,,1,,,,16,,1
together with a second building to provide 4 apartments and 6 en-suite bedrooms for Complex Care and Autism accommodation with communal lounge,14/10/2016,16/01347/FUL,"""Demolition of existing vacant care home to facilitate the construction of a building containing 6 physical disability and 6 learning disability specialised supported living apartments (Use Class C3)",Q12,,,,,,,,FUL,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Heathy Lane,,,,,,,,,,,,,,,,
,,Holmfield,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 9UN,,,,,,,,,,,,,,,,
428498,13/01/2017,"""",408297,1,DEL,07/12/2016,27/10/2016,13/01/2017,13/01/2017,,,1,,,,6,,1
extending out by 6 metres,18/10/2016,16/42045/42DAYS,"""Prior Approval application for proposed single storey extension to rear",,"""48 Crowtrees Lane",,,,,,,42DAYS,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3NH,,,,,,,,,,,,,,,,
421361,22/11/2016,"""",413655,18,,10/11/2016,18/10/2016,10/11/2016,10/11/2016,,,18,,,,11,,18
"""Unit 1B  Alumex Works",24/10/2016,16/01395/COU,Change of use from B2 (storage) to B2 including vehicle repair garage and MOT testing bay.,Q20,,,,,,,,COU,,,,,,
,,Water Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9HG,,,,,,,,,,,,,,,,
424485,15/02/2017,"""",409685,1,DEL,12/01/2017,,16/01/2017,16/01/2017,,,1,,,,16,,1
"""Hill Gate Farm",31/10/2016,16/01415/192,Garage conversion to living accommodation (Lawful Development Certificate),Q26,,,,,,,,192,,,,,,
,,Cow Hill Gate Lane,,,,,,,,,,,,,,,,
,,Bradshaw,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 9PB,,,,,,,,,,,,,,,,
430341,10/01/2017,"""",407220,44,DEL,25/11/2016,,10/01/2017,10/01/2017,,,44,,,,6,,44
"""Site Of SBCV Project",14/11/2016,16/01472/VAR,Variation of Condition 1 on planning application 14/01113/RES to enable minor material amendment to the apartments (Substituted plans),Q18,,,,,,,,VAR,,,,,,
,,Wakefield Road,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423419,09/01/2017,"""",407574,1,COMM,29/12/2016,29/11/2016,31/01/2017,03/02/2017,,,1,,,,14,,1
"""7 Windsor Place",04/11/2016,16/22086/TCA,Fell one tree (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Spring Grove,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 8LB,,,,,,,,,,,,,,,,
427772,16/12/2016,"""",399291,40,DEL,09/12/2016,15/11/2016,08/12/2016,08/12/2016,,,40,,,,2,,40
"""272 Saddleworth Road",15/08/2017,17/00220/NMA,Increase dimensions of extension to that of approval.,,,,,,,,,NMA,,,,,,
,,Greetland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 8NF,,,,,,,,,,,,,,,,
421055,,"""",408684,INV,,,,,,,,,,,,4,,
"infrastructure and public open space following demolition of existing dwelling and outbuildings""",07/10/2016,16/01316/FUL,"""Construction of 34 dwellings accessed from Green Lane with associated roads",Q01,,,,,,,,FUL,,,,,,
,,Green Lane,,,,,,,,,,,,,,,,
,,Shelf,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
428563,06/01/2017,"""",412816,1,COMM,21/02/2017,02/03/2017,14/03/2017,17/03/2017,,,1,,,,8,,1
"""23 Royd Crescent",11/10/2016,16/01326/HSE,Dropped kerb and parking space,Q21,,,,,,,,HSE,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 5PB,,,,,,,,,,,,,,,,
426030,02/01/2017,"""",401686,11,DEL,08/12/2016,17/11/2016,16/12/2016,22/12/2016,,,11,,,,7,,11
3,17/10/2016,16/00177/DISC1,"""Submission of information to Discharge Conditions on application 16/00177 conditions 2",DISC,"""Brookfoot Lane Works",,,,,,,DISC1,,,,,,
,,Brookfoot Lane,,,,,,,,,,,,,,,,
,,Southowram,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9SX,,,,,,,,,,,,,,,,
423186,12/12/2016,"""",412999,PCOMP,,09/11/2016,,31/03/2017,31/03/2017,,,PCOMP,,,,1,,
"""246 Rochdale Road",18/10/2016,16/01361/HSE,Single storey extension to rear and new double garage,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7NL,,,,,,,,,,,,,,,,
424362,13/12/2016,"""",406881,1,DEL,18/11/2016,28/10/2016,13/12/2016,13/12/2016,,,1,,,,14,,1
"""7 Victoria Road",18/11/2016,16/01491/FUL,Dormer windows to rear elevation (Part retrospective),Q13,,,,,,,,FUL,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX5 0AB,,,,,,,,,,,,,,,,
420870,07/03/2017,"""",410813,1,DEL,09/02/2017,19/01/2017,07/03/2017,07/03/2017,,,1,,,,3,,1
"""95 Gibraltar Road",18/11/2016,16/01492/HSE,Dormer to front (retrospective),Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 3UH,,,,,,,,,,,,,,,,
424779,13/01/2017,"""",407436,1,DEL,23/12/2016,30/11/2016,13/01/2017,13/01/2017,,,1,,,,10,,1
"""12 Boxhall Road",18/11/2016,16/01493/HSE,Single storey side extension,Q21,,,,,,,,HSE,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX5 0DE,,,,,,,,,,,,,,,,
421067,13/01/2017,"""",410746,1,DEL,23/12/2016,30/11/2016,04/01/2017,05/01/2017,,,1,,,,3,,1
"""124 Wakefield Road",25/11/2016,16/01529/HSE,Extension and alterations to existing single story rear extension,Q21,,,,,,,,HSE,,,,,,
,,Lightcliffe,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 8TH,,,,,,,,,,,,,,,,
425365,20/01/2017,"""",413786,1,DEL,20/01/2017,06/12/2016,19/01/2017,20/01/2017,,,1,,,,5,,1
"""163 Parkinson Lane",25/11/2016,16/01530/COU,Change of use from A3 (Food and Drink) to takeaway (A5),Q20,,,,,,,,COU,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 3RA,,,,,,,,,,,,,,,,
424594,09/03/2017,"""",407524,11,COMM,09/02/2017,31/05/2017,13/06/2017,15/06/2017,,,11,,,,10,,11
27,23/12/2016,15/01029/DISC2,"""Submission of details to comply with conditions to permission 15/01029 nos. 5",DISC,,,,,,,,DISC2,,,,,,
,,Hope Street,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424153,22/02/2017,"""",394108,PCO,,24/01/2017,,,,,,,,,,2,,
"""42 Brow Lane",06/01/2017,17/00025/HSE,Single storey extension to provide additional residential accommodation with internal alterations to existing house.  Alteration to garage door position and proposed new access off Brow Lane.,Q21,,,,,,,,HSE,,,,,,
,,Shibden,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 7UT,,,,,,,,,,,,,,,,
427625,03/03/2017,"""",410346,11,DEL,28/03/2017,16/01/2017,20/06/2017,20/06/2017,,,11,,,,8,,11
"""Millstream Cottage",23/01/2017,17/20006/TPO,Fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Lee Mill Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 7AE,,,,,,,,,,,,,,,,
428512,20/03/2017,"""",399299,4,DEL,28/02/2017,26/01/2017,20/03/2017,20/03/2017,,,4,,,,2,,4
"""Laurel Bank Nursing Home",28/08/2017,17/01070/OUT,Residential development (outline),,,,,,,,,OUT,,,,,,
,,Holmfield,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
428993,,"HX2 9TJ""",408297,INSFEE,,,,,,,,,,,,,,
"""1 Hill Crescent",02/11/2016,16/01425/HSE,Two storey side extension,Q21,,,,,,,,HSE,,,,,,
,,Southowram,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 9PG,,,,,,,,,,,,,,,,
424311,28/12/2016,"""",410558,1,DEL,02/12/2016,11/11/2016,13/12/2016,13/12/2016,,,1,,,,16,,1
"""Former 9A",02/11/2016,16/01427/FUL,Detached shop unit,Q18,,,,,,,,FUL,,,,,,
,,Sandhall Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
425255,28/12/2016,"""",406753,1,COMM,09/12/2016,14/11/2016,21/02/2017,24/02/2017,,,1,,,,17,,1
"""77 Holly Bank",24/10/2016,16/20212/TPO,Fell one tree,TPO,,,,,,,,TPO,,,,,,
,,Bramley Lane,,,,,,,,,,,,,,,,
,,Hipperholme,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 8NS,,,,,,,,,,,,,,,,
425842,19/12/2016,"""",412887,4,DEL,29/11/2016,04/11/2016,08/12/2016,08/12/2016,,,4,,,,5,,4
"""The Old Wheelhouse",21/11/2016,16/01498/HSE,First floor extension to South East and North West and porch to front,Q21,,,,,,,,HSE,,,,,,
,,Hey Lane,,,,,,,,,,,,,,,,
,,Outlane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HD3 3HP,,,,,,,,,,,,,,,,
417631,16/01/2017,"""",405998,1,DEL,03/02/2017,01/12/2016,16/01/2017,16/01/2017,,,1,,,,12,,1
,02/12/2016,16/01570/FUL,"""Detached double garage",Q18,,,,,,,,FUL,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Rowland Lane,,,,,,,,,,,,,,,,
,,Wadsworth,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 8TN,,,,,,,,,,,,,,,,
427682,07/02/2017,"""",400172,1,DEL,13/01/2017,23/12/2016,06/03/2017,06/03/2017,,,1,,,,2,,1
"""Unit 1",02/12/2016,16/01571/FUL,Demolish existing buildings and form new Light industrial units,Q08,,,,,,,,FUL,,,,,,
,,The Maltings,,,,,,,,,,,,,,,,
,,Halifax Road,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX5 0SH,,,,,,,,,,,,,,,,
421265,11/04/2017,"""",410302,PCO,,22/08/2017,,,,,,,,,,3,,
"""10 Mile Cross Road",05/12/2016,16/01574/HSE,Two storey side and front extension and alteration to front porch,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 4HN,,,,,,,,,,,,,,,,
424871,30/01/2017,"""",407155,1,DEL,25/01/2017,04/01/2017,30/01/2017,30/01/2017,,,1,,,,10,,1
"""2 Rufford Villas",05/12/2016,16/01575/HSE,Conservatory to front,Q21,,,,,,,,HSE,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0EN,,,,,,,,,,,,,,,,
423921,30/01/2017,"""",408827,1,DEL,03/02/2017,13/12/2016,30/01/2017,30/01/2017,,,1,,,,13,,1
"roots are lifting the drive and we have been informed that the tree in diseased.  New tree to be planted in back garden""",26/08/2017,17/20149/TPO,"""Willow tree in front garden to be removed due to restriction of light to property",,,,,,,,,TPO,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,"HD6 2JU""",,REC,,,,,,,,,,,,,,
"""Elmfield House",28/08/2017,17/01071/FUL,Conversion of vacant Clinic and ancillary offices (Class D1) to 29 apartments (Class C3),,,,,,,,,FUL,,,,,,
,,50 Prescott Street,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
424745,,"HX1 2QW""",409236,INSFEE,,,,,,,,,,,,,,
"""Rookes Mill",14/11/2016,10/00907/DISC1,Submission of information to Discharge Conditions on application 10/00907 - 1 to 23,DISC,,,,,,,,DISC1,,,,,,
,,Station Road,,,,,,,,,,,,,,,,
,,Norwood Green,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
